technology,hour,value
Heat,519,76249.19825
Heat,520,76763.52375000001
Heat,521,75894.0125
Heat,522,73698.23825000001
Heat,523,61203.848750000005
Heat,524,53893.754
Heat,525,74843.80825
Heat,526,76972.56075
Heat,527,76689.12075
Heat,528,77806.0515
Heat,529,77542.98375
Heat,530,59050.29525
Heat,531,54312.123250000004
Heat,532,71378.16375
Heat,533,76541.49575
Heat,534,74043.68075
Heat,535,74822.55025
Heat,536,73756.10725
Heat,537,60237.79075
Heat,538,53353.446500000005
Heat,539,72346.879
Heat,540,73899.00825
Heat,541,74584.57875
Heat,542,74611.4465
Heat,543,75699.44275
Heat,544,59568.754250000005
Heat,545,53316.8355
Heat,546,71777.0465
Heat,547,71715.04400000001
Heat,548,71938.8435
Heat,549,72836.994
Heat,550,71153.4785
Heat,551,58710.757750000004
Heat,552,52973.45975
Heat,553,9232.290350000001
Heat,554,9980.453850000002
Heat,555,14550.156200000001
Heat,556,14770.11745
Heat,557,15805.677300000003
Heat,558,14695.419200000002
Heat,559,15745.97775
Heat,560,12394.890250000002
Heat,561,11686.998850000002
Heat,562,16022.036500000002
Heat,563,16462.4314
Heat,564,16466.328700000002
Heat,565,17162.46915
Heat,566,17124.67715
Heat,567,12547.180200000003
Heat,568,11695.0887
Heat,569,16914.400100000003
Heat,570,16504.77025
Heat,571,16986.736350000003
Heat,572,17343.693600000002
Heat,573,17299.642300000003
Heat,574,12773.755050000002
Heat,575,11215.957000000002
Heat,576,16193.104350000001
Heat,577,16627.00375
Heat,578,16960.51815
Heat,579,17226.59745
Heat,580,17367.6679
Heat,581,13227.96765
Heat,582,11487.8232
Heat,583,16542.1489
Heat,584,17068.874900000003
Heat,585,16980.5361
Heat,586,16648.26175
Heat,587,16484.2799
Heat,588,13161.94975
Heat,589,12001.0858
Heat,590,16836.86745
Heat,591,16925.501500000002
Heat,592,16960.04575
Heat,593,16348.405850000003
Heat,594,16694.79315
Heat,595,13023.772750000002
Heat,596,11769.550750000002
Heat,597,16508.608500000002
Heat,598,16640.11285
Heat,599,16723.37335
Heat,600,16479.792100000002
Heat,601,16046.187950000001
Heat,602,12750.076000000001
Heat,603,11100.750450000001
Heat,604,16296.323750000003
Heat,605,16317.46365
Heat,606,16530.043650000003
Heat,607,16635.62505
Heat,608,16726.798250000003
Heat,609,12350.307500000003
Heat,610,11290.773350000001
Heat,611,15416.774000000003
Heat,612,16340.5522
Heat,613,15892.717000000002
Heat,614,16084.452350000001
Heat,615,15996.408800000003
Heat,616,12636.168550000002
Heat,617,11091.184350000001
Heat,618,15690.943150000001
Heat,619,15789.615700000002
Heat,620,15786.308900000002
Heat,621,15943.204750000003
Heat,622,16180.231450000001
Heat,623,12597.195550000002
Heat,624,11048.077850000001
Heat,625,15797.174100000002
Heat,626,15450.668700000002
Heat,627,15567.88295
Heat,628,15763.928950000001
Heat,629,15419.0179
Heat,630,12521.84775
Heat,631,11068.627250000001
Heat,632,38080.164000000004
Heat,633,42911.1626
Heat,634,61442.942200000005
Heat,635,62308.6152
Heat,636,66331.8098
Heat,637,60706.4706
Heat,638,65912.0824
Heat,639,52510.3306
Heat,640,49358.47780000001
Heat,641,67407.7008
Heat,642,68209.59980000001
Heat,643,68191.8848
Heat,644,71131.3938
Heat,645,71190.20760000001
Heat,646,53317.898400000005
Heat,647,49670.0256
Heat,648,71070.45420000001
Heat,649,67631.14600000001
Heat,650,70341.30480000001
Heat,651,72111.15140000002
Heat,652,71390.26900000001
Heat,653,54487.08840000001
Heat,654,47513.5196
Heat,655,67627.1306
Heat,656,69033.9378
Heat,657,70379.56920000001
Heat,658,71035.4966
Heat,659,71395.2292
Heat,660,56502.58300000001
Heat,661,48318.96160000001
Heat,662,69269.90160000001
Heat,663,71343.9738
Heat,664,69792.8484
Heat,665,69231.16480000001
Heat,666,68284.0028
Heat,667,55857.75700000001
Heat,668,50457.51640000001
Heat,669,69725.29520000001
Heat,670,69988.1858
Heat,671,69774.8972
Heat,672,67615.0844
Heat,673,69013.86080000001
Heat,674,55865.787800000006
Heat,675,50177.85560000001
Heat,676,68862.6928
Heat,677,68973.94300000001
Heat,678,69663.647
Heat,679,68818.9958
Heat,680,66365.8226
Heat,681,54769.583600000005
Heat,682,47869.236800000006
Heat,683,67798.37560000001
Heat,684,67320.3068
Heat,685,68057.25080000001
Heat,686,68182.20060000001
Heat,687,69272.2636
Heat,688,52442.7774
Heat,689,48572.640400000004
Heat,690,64343.95060000001
Heat,691,67449.74440000001
Heat,692,65870.9836
Heat,693,66176.39020000001
Heat,694,66182.05900000001
Heat,695,53710.93520000001
Heat,696,47536.90340000001
Heat,697,65019.71880000001
Heat,698,65573.3716
Heat,699,65282.137
Heat,700,65615.4152
Heat,701,67200.081
Heat,702,53366.791800000006
Heat,703,47425.41700000001
Heat,704,65948.221
Heat,705,64622.66660000001
Heat,706,64520.62820000001
Heat,707,65544.5552
Heat,708,63963.90480000001
Heat,709,52041.001200000006
Heat,710,47826.957
Heat,711,40164.3928
Heat,712,45675.4112
Heat,713,62773.2206
Heat,714,63542.051600000006
Heat,715,67700.1164
Heat,716,61736.775
Heat,717,67621.9342
Heat,718,56093.4846
Heat,719,53022.4122
Heat,720,67653.11260000001
Heat,721,68404.701
