Technology,Hour,Fuel,value
Battery,3101,Power,62.06418174087586
PHS,7260,Power,1204.5783481270466
H2Tank,1832,H2,1.5632215106662668e-6
Battery,2392,Power,198.160929791147
Battery,1691,Power,796.2631694429945
H2Tank,3522,H2,5.9099424629260535e-6
PHS,4194,Power,52.41674880728475
Battery,5636,Power,533.5457907670753
Battery,4118,Power,0.0
H2Tank,5213,H2,6.133187723539316e-6
H2Tank,3278,H2,3.321473910400508e-6
PHS,4384,Power,-0.0
H2Tank,2026,H2,2.68003449397067e-6
Battery,5135,Power,106.85276019695804
Battery,2722,Power,674.6086648469242
PHS,6857,Power,215.61657870949838
H2Tank,2577,H2,5.182796838995194e-6
Battery,4628,Power,55.44549098128831
H2Tank,7050,H2,7.899772396341356e-6
Battery,2552,Power,0.0
Battery,4184,Power,0.0
Battery,2292,Power,-0.0
H2Tank,302,H2,5.7936256838712394e-6
Battery,1479,Power,936.9839034562204
Battery,5879,Power,0.0
PHS,3777,Power,0.0
H2Tank,6815,H2,7.926738481982562e-6
PHS,5022,Power,15.000000000000002
Battery,5945,Power,788.2912997318113
PHS,6471,Power,87.56221990179024
Battery,1954,Power,0.0
PHS,5501,Power,19.627470607862765
Battery,4490,Power,0.0
PHS,5634,Power,163.685430014985
H2Tank,7705,H2,5.060594879624545e-6
PHS,3150,Power,451.96733095613376
H2Tank,2743,H2,4.9056222344742276e-6
Battery,5231,Power,-0.0
Battery,3860,Power,0.0
PHS,2808,Power,310.4129728763248
H2Tank,7072,H2,7.3944852057621676e-6
PHS,4433,Power,15.000000000000002
Battery,2427,Power,187.10844885491707
PHS,7357,Power,261.84149617451203
Battery,7414,Power,0.0
Battery,7181,Power,0.0
H2Tank,1606,H2,2.5555522569517874e-6
PHS,3784,Power,37.48760609757363
PHS,4361,Power,4.6714559660645145
Battery,4054,Power,264.12116537049997
Battery,4528,Power,213.8380635807755
H2Tank,4779,H2,1.9067955949503227e-6
H2Tank,926,H2,6.373332202383491e-6
PHS,4467,Power,0.0
H2Tank,2995,H2,3.4658820702037535e-6
H2Tank,6150,H2,8.1267087945488e-7
H2Tank,1790,H2,4.0941515755545083e-7
PHS,7618,Power,1161.2880218524183
Battery,1148,Power,0.0
H2Tank,6933,H2,7.723477105333826e-6
PHS,2954,Power,78.62784382462911
Battery,1705,Power,849.6023507879618
PHS,1024,Power,-0.0
H2Tank,6725,H2,6.481335086305623e-6
H2Tank,139,H2,6.591085287756051e-6
Battery,754,Power,0.0
PHS,4653,Power,89.53948307418248
Battery,6372,Power,122.7325690650014
H2Tank,2305,H2,4.752799807738563e-6
H2Tank,6010,H2,6.375772226698914e-7
Battery,1394,Power,374.1635957709269
Battery,4928,Power,0.0
H2Tank,7275,H2,7.554080608451067e-6
PHS,3707,Power,-0.0
PHS,4362,Power,19.666784510098452
PHS,8757,Power,957.9158597897057
Battery,648,Power,0.0
PHS,1293,Power,400.20633387512123
H2Tank,1233,H2,6.680014702348143e-6
PHS,4524,Power,68.67065432307903
Battery,7698,Power,0.0
Battery,6931,Power,637.0603516674198
Battery,3551,Power,0.0
Battery,4328,Power,0.0
PHS,6852,Power,147.142962034487
Battery,4480,Power,0.0
Battery,7970,Power,999.0
H2Tank,2202,H2,4.399082516928945e-6
PHS,2985,Power,44.955015
PHS,5153,Power,104.58083895083959
PHS,3687,Power,44.955015
PHS,7401,Power,139.1833468950288
PHS,1322,Power,817.7258365775385
H2Tank,2849,H2,4.158105376252933e-6
PHS,3160,Power,276.57965467833753
H2Tank,8388,H2,1.4167097841299336e-6
PHS,7970,Power,1936.4598938053468
H2Tank,4210,H2,4.3751912012101495e-6
PHS,1707,Power,621.5977493842705
PHS,1990,Power,133.87971182683881
Battery,7524,Power,0.0
PHS,3886,Power,89.77529977508999
Battery,3832,Power,-0.0
Battery,5345,Power,0.0
PHS,5809,Power,-0.0
PHS,5475,Power,19.627470607862765
PHS,7472,Power,0.0
H2Tank,813,H2,6.416185306134002e-6
H2Tank,4574,H2,2.232982738877836e-6
Battery,1392,Power,179.19736079234994
PHS,3500,Power,78.49491602655044
H2Tank,2346,H2,4.746903317924181e-6
Battery,3389,Power,0.0
Battery,5825,Power,-0.0
Battery,8076,Power,43.09102909097624
H2Tank,5802,H2,7.956189829933499e-7
Battery,4959,Power,746.086890011121
PHS,939,Power,263.49422084302677
H2Tank,6163,H2,1.0732077978992578e-6
Battery,2005,Power,0.0
Battery,4274,Power,23.238587170974238
Battery,3405,Power,0.0
PHS,8723,Power,472.0287639745333
PHS,4990,Power,128.97381150770013
H2Tank,1507,H2,3.8173417023622715e-6
Battery,1707,Power,835.1728324160542
PHS,38,Power,231.21693762572937
Battery,3637,Power,42.70845388173622
Battery,5594,Power,15.758803398286938
Battery,7993,Power,967.8642735473775
Battery,5626,Power,110.57519106688423
PHS,503,Power,572.0036048569117
H2Tank,7378,H2,6.121075250576118e-6
H2Tank,911,H2,6.397969945007577e-6
PHS,8230,Power,-0.0
PHS,2310,Power,-0.0
Battery,4739,Power,0.0
Battery,6622,Power,99.89975302353479
Battery,7429,Power,460.3180316467752
PHS,1962,Power,0.0
PHS,1512,Power,558.5199808472344
PHS,8722,Power,457.48625022475807
PHS,610,Power,0.0
PHS,3640,Power,13.255346787981496
H2Tank,8263,H2,2.0719764762429786e-6
H2Tank,2067,H2,2.922356051288619e-6
PHS,1814,Power,0.0
H2Tank,3730,H2,6.532722620410826e-6
Battery,7720,Power,508.4569176870216
PHS,8533,Power,-0.0
PHS,4866,Power,71.47919740371759
PHS,524,Power,476.5219146815112
Battery,3574,Power,12.520883516570134
Battery,4385,Power,0.0
PHS,5637,Power,149.8464112889755
PHS,6279,Power,-0.0
PHS,7656,Power,386.48805132632754
H2Tank,4219,H2,4.486849880543454e-6
PHS,7713,Power,416.3290525364927
Battery,4089,Power,0.0
H2Tank,8623,H2,2.2384325034988443e-6
PHS,3231,Power,123.46193161631972
PHS,6479,Power,-0.0
H2Tank,1548,H2,4.6610642238149605e-6
PHS,7920,Power,1829.811061259314
Battery,4816,Power,53.821000505349524
Battery,2313,Power,0.0
Battery,4916,Power,115.12396141550093
H2Tank,1845,H2,2.026457158205812e-6
H2Tank,4506,H2,2.951421462600929e-6
PHS,4116,Power,43.92157630156356
H2Tank,8499,H2,2.447327424120314e-6
Battery,5872,Power,0.0
Battery,1461,Power,919.2883222904037
PHS,792,Power,15.000000000000002
H2Tank,4076,H2,4.739386742440335e-6
H2Tank,4771,H2,1.8323564753947862e-6
H2Tank,7076,H2,7.3944852057621676e-6
Battery,6060,Power,-0.0
H2Tank,958,H2,5.852784257178014e-6
PHS,4363,Power,19.647117725588355
Battery,4241,Power,18.14383326109375
H2Tank,990,H2,6.094842868654328e-6
Battery,531,Power,526.2073337490067
PHS,3950,Power,74.850149925015
H2Tank,7652,H2,5.449553981650366e-6
H2Tank,1544,H2,4.512185984703889e-6
Battery,1860,Power,243.11366730539572
H2Tank,2549,H2,5.188956274651215e-6
Battery,3191,Power,276.68709798080283
PHS,819,Power,0.0
H2Tank,3966,H2,5.1970256018773995e-6
PHS,3744,Power,20.787679211312113
PHS,1993,Power,98.35374688592819
H2Tank,6998,H2,7.749166631324468e-6
Battery,6461,Power,119.84889610612916
H2Tank,2673,H2,5.642276319323735e-6
H2Tank,8239,H2,1.749319309555108e-6
PHS,1719,Power,424.50030914061085
H2Tank,6817,H2,8.001177601538099e-6
H2Tank,3800,H2,5.703151109037718e-6
PHS,3622,Power,73.61935053359456
PHS,6930,Power,188.39254446375253
H2Tank,6952,H2,7.562542940752348e-6
H2Tank,8039,H2,3.7608648939027752e-6
Battery,3016,Power,966.2965064135856
H2Tank,276,H2,6.468948358002171e-6
H2Tank,4377,H2,3.3536254011338105e-6
Battery,501,Power,323.42221531826243
PHS,8572,Power,0.0
PHS,4808,Power,0.0
PHS,8028,Power,915.4171286249004
H2Tank,5888,H2,1.4106620297722597e-6
H2Tank,7355,H2,6.009153625401174e-6
Battery,8719,Power,0.0
PHS,8442,Power,-0.0
PHS,3515,Power,15.000000000000002
Battery,8358,Power,0.0
Battery,8674,Power,0.0
PHS,3204,Power,89.77529977508999
Battery,4463,Power,0.0
Battery,3773,Power,40.164394788106705
Battery,380,Power,0.0
H2Tank,667,H2,6.396918161641019e-6
PHS,3728,Power,14.970015000000002
H2Tank,2933,H2,2.999980208377558e-6
H2Tank,2766,H2,3.88447347215748e-6
H2Tank,1661,H2,4.346773258690635e-6
PHS,4719,Power,0.0
Battery,1343,Power,273.9021101096921
Battery,1178,Power,0.0
Battery,1533,Power,154.96149084338478
Battery,2238,Power,0.0
Battery,3120,Power,750.4614316878013
Battery,5368,Power,0.0
PHS,7228,Power,755.7575932704709
PHS,8202,Power,0.0
H2Tank,3108,H2,3.66587641545446e-6
H2Tank,7133,H2,7.506406830937112e-6
H2Tank,8465,H2,2.347724670257416e-6
Battery,5811,Power,0.0
H2Tank,8738,H2,3.879690967951711e-6
Battery,7781,Power,0.0
PHS,7269,Power,1328.2416648933684
PHS,7830,Power,588.8690327496874
PHS,1051,Power,0.0
PHS,4596,Power,59.910059985000004
Battery,3352,Power,0.0
PHS,7034,Power,477.8362845235547
H2Tank,68,H2,4.990644217312016e-6
Battery,2560,Power,60.93212691010054
H2Tank,1097,H2,6.270599544792692e-6
Battery,7178,Power,28.880892744951932
H2Tank,5751,H2,2.028709162107534e-6
PHS,7765,Power,0.0
PHS,6590,Power,29.985000000000003
PHS,4784,Power,0.0
PHS,8594,Power,0.0
H2Tank,5301,H2,5.699923660884697e-6
PHS,7976,Power,1878.2460071307678
Battery,5634,Power,572.7908842791957
PHS,2175,Power,24.456536756293122
H2Tank,7843,H2,6.30781910457046e-6
PHS,7626,Power,995.715346633347
Battery,7321,Power,10.11951272905072
PHS,1550,Power,980.6134269179297
PHS,5836,Power,0.0
Battery,800,Power,30.123639311470306
H2Tank,4558,H2,2.2637799171579455e-6
H2Tank,2765,H2,3.932538841059186e-6
Battery,3679,Power,0.0
Battery,7990,Power,917.4691402839383
PHS,8189,Power,0.0
Battery,6724,Power,0.0
H2Tank,1330,H2,6.977771180570289e-6
Battery,7579,Power,-0.0
PHS,6033,Power,-0.0
PHS,6801,Power,13.228474586675555
PHS,8455,Power,-0.0
PHS,304,Power,644.2865313758265
PHS,1742,Power,380.8458300629366
PHS,2671,Power,274.51420537806365
H2Tank,3987,H2,5.166228423597292e-6
Battery,6706,Power,-0.0
H2Tank,2302,H2,4.752799807738563e-6
H2Tank,7106,H2,7.351106210328378e-6
Battery,8424,Power,0.0
PHS,1948,Power,27.68205856250955
PHS,3030,Power,0.0
Battery,1067,Power,41.73839478506111
PHS,2108,Power,0.0
Battery,6354,Power,154.6656614609087
Battery,6534,Power,0.0
Battery,2863,Power,98.26222680822433
Battery,5855,Power,0.0
H2Tank,7095,H2,7.351106210328378e-6
PHS,5343,Power,0.0
PHS,1793,Power,-0.0
Battery,5923,Power,0.0
Battery,185,Power,-0.0
H2Tank,7552,H2,7.320101220012191e-6
PHS,606,Power,-0.0
H2Tank,8573,H2,2.026908124461004e-6
Battery,7968,Power,768.0749160268514
H2Tank,6671,H2,5.5880656516391845e-6
PHS,5497,Power,98.33402098286686
H2Tank,2389,H2,5.379898779987881e-6
Battery,123,Power,0.0
H2Tank,1529,H2,3.953892588037371e-6
PHS,6961,Power,14.021053135881711
H2Tank,2361,H2,4.672727144210284e-6
H2Tank,5991,H2,5.56715721616695e-7
PHS,2027,Power,32.052951822247614
Battery,7691,Power,125.6487382982797
Battery,7615,Power,856.143336194671
H2Tank,3709,H2,6.2906640089345125e-6
PHS,534,Power,276.5796546783375
Battery,134,Power,181.75810726797977
PHS,5978,Power,39.27458833345111
Battery,5238,Power,0.0
PHS,6606,Power,-0.0
Battery,345,Power,252.09335241848595
H2Tank,4291,H2,4.103124248978647e-6
H2Tank,6249,H2,9.969520901367293e-7
Battery,7450,Power,0.0
PHS,2158,Power,0.0
Battery,4845,Power,81.215073942492
Battery,2518,Power,0.0
H2Tank,7802,H2,5.4517692296817905e-6
PHS,8712,Power,311.2580646906587
PHS,3748,Power,80.6147131224122
Battery,3328,Power,727.8948105407882
H2Tank,2795,H2,3.6426650833369196e-6
H2Tank,8507,H2,2.39162955737448e-6
PHS,6721,Power,0.0
H2Tank,7464,H2,7.597801716216442e-6
H2Tank,8287,H2,2.307875652063269e-6
H2Tank,7511,H2,7.2140760846516285e-6
Battery,6393,Power,0.0
Battery,4554,Power,246.48274494352984
PHS,1947,Power,47.33723893870316
H2Tank,8480,H2,2.564882593268004e-6
PHS,6079,Power,-0.0
H2Tank,8424,H2,1.5907516575483697e-6
PHS,7469,Power,34.67480552882076
PHS,428,Power,19.627470607862765
H2Tank,1563,H2,4.0253686189688404e-6
H2Tank,5425,H2,4.4986824434171855e-6
Battery,5088,Power,-0.0
PHS,4554,Power,134.11818764685117
H2Tank,149,H2,6.777183086644893e-6
Battery,7585,Power,332.84490897712095
H2Tank,3171,H2,1.8814411128546789e-6
H2Tank,3121,H2,3.511101686529002e-6
PHS,8519,Power,0.0
Battery,336,Power,329.81062956513995
PHS,237,Power,1406.7421894656804
PHS,5814,Power,-0.0
Battery,4853,Power,0.0
Battery,5921,Power,0.0
PHS,6529,Power,14.558534636814109
Battery,1529,Power,0.0
PHS,8570,Power,2.8040721952202423
H2Tank,1943,H2,2.1766501265250694e-6
H2Tank,3858,H2,6.026334167408868e-6
Battery,3268,Power,0.0
Battery,172,Power,0.0
PHS,6312,Power,-0.0
H2Tank,2173,H2,4.2376224606641895e-6
H2Tank,8254,H2,2.047075787777254e-6
H2Tank,2235,H2,4.7712781147066275e-6
Battery,124,Power,0.0
Battery,356,Power,0.0
H2Tank,3182,H2,2.0985990358652667e-6
Battery,5496,Power,450.6803489606136
PHS,277,Power,1017.973447073004
Battery,4041,Power,-0.0
Battery,3845,Power,0.0
Battery,4680,Power,15.595815327840393
Battery,4804,Power,-0.0
H2Tank,2242,H2,4.684520123839048e-6
H2Tank,7408,H2,6.71658820702041e-6
Battery,2507,Power,415.47261126745065
H2Tank,1021,H2,4.856256273237498e-6
H2Tank,6157,H2,9.61549118565953e-7
PHS,274,Power,1046.2352643893591
Battery,7250,Power,32.890429702721406
Battery,4303,Power,0.0
H2Tank,4746,H2,1.4663203132731253e-6
H2Tank,4981,H2,5.81484937161599e-6
Battery,4666,Power,259.56132448724367
H2Tank,4967,H2,5.59153201294938e-6
Battery,4243,Power,0.0
Battery,6709,Power,0.0
PHS,5650,Power,0.0
PHS,6195,Power,58.94137284354958
PHS,1020,Power,0.0
Battery,2986,Power,-0.0
PHS,1972,Power,15.222373839937227
Battery,3354,Power,0.0
Battery,5568,Power,255.6360732809776
Battery,7554,Power,156.04911541846474
H2Tank,936,H2,6.026300238913173e-6
H2Tank,5948,H2,1.6347682259637838e-6
H2Tank,1614,H2,2.5974539491355124e-6
PHS,5765,Power,123.70345046630837
Battery,555,Power,0.0
Battery,5229,Power,0.0
PHS,5551,Power,12.559640530323515
Battery,2068,Power,-0.0
Battery,6103,Power,0.0
PHS,5695,Power,0.0
PHS,6461,Power,93.50178845676602
H2Tank,1243,H2,6.680014702348143e-6
Battery,2431,Power,0.0
PHS,5668,Power,0.0
PHS,4820,Power,0.0
Battery,1376,Power,34.011040075787896
PHS,759,Power,0.0
Battery,6370,Power,25.905530594184526
Battery,7227,Power,41.20486035585046
Battery,8523,Power,-0.0
Battery,6045,Power,0.0
PHS,5859,Power,14.955044985000002
H2Tank,4308,H2,3.780992973974053e-6
PHS,8543,Power,-0.0
Battery,2081,Power,0.0
H2Tank,4982,H2,5.81484937161599e-6
H2Tank,6965,H2,7.240411665747755e-6
H2Tank,399,H2,5.615503908845464e-6
PHS,6266,Power,0.0
PHS,5316,Power,-0.0
PHS,6790,Power,26.389408004571695
PHS,5283,Power,19.627470607862765
PHS,7343,Power,480.5170243218544
PHS,5979,Power,19.627470607862765
PHS,8670,Power,-0.0
PHS,7031,Power,538.2140380239225
H2Tank,681,H2,6.545796400752092e-6
PHS,3737,Power,39.27458833345111
H2Tank,4943,H2,5.070458176060625e-6
H2Tank,1462,H2,5.928733194791975e-6
Battery,5440,Power,195.69964135409705
Battery,4563,Power,0.0
PHS,5702,Power,15.000000000000002
Battery,8007,Power,821.7013852051371
H2Tank,630,H2,6.154859550164706e-6
Battery,5509,Power,-0.0
H2Tank,5279,H2,5.848538954154131e-6
H2Tank,8691,H2,2.949201973507505e-6
Battery,3036,Power,297.6250540900166
H2Tank,8132,H2,1.1773923123683507e-6
Battery,8682,Power,12.348483554281357
PHS,2658,Power,119.3571852818331
PHS,297,Power,766.9927335203153
Battery,4503,Power,212.85821831174837
PHS,3277,Power,-0.0
PHS,850,Power,0.0
PHS,7674,Power,35.484416005298655
PHS,4408,Power,0.0
H2Tank,4024,H2,5.315369608550005e-6
PHS,4456,Power,14.985000000000001
H2Tank,8115,H2,1.9148352347427797e-6
PHS,7640,Power,709.1329725686326
PHS,1658,Power,748.8142689811497
PHS,6588,Power,0.0
H2Tank,733,H2,6.670036897239079e-6
Battery,2554,Power,0.0
Battery,5361,Power,0.0
PHS,3827,Power,19.647117725588355
Battery,4014,Power,0.0
PHS,1922,Power,84.31943762154563
PHS,7999,Power,1519.6122895210533
H2Tank,2991,H2,3.3170038310926804e-6
H2Tank,2274,H2,4.752799807738563e-6
PHS,7724,Power,197.16119052954937
Battery,3611,Power,0.0
Battery,7240,Power,0.0
PHS,3793,Power,58.89759132798538
H2Tank,2682,H2,5.791154558434808e-6
PHS,344,Power,121.18747331041396
Battery,4714,Power,0.0
PHS,5390,Power,-0.0
Battery,8196,Power,15.4312376910082
Battery,521,Power,774.0604616203779
Battery,7204,Power,0.0
Battery,7979,Power,856.2794430270642
PHS,8161,Power,-0.0
H2Tank,6851,H2,8.354894892347715e-6
Battery,5655,Power,0.0
Battery,1855,Power,529.8373606555652
H2Tank,113,H2,5.846694092200686e-6
Battery,725,Power,0.0
Battery,6174,Power,119.65219525105795
PHS,5029,Power,119.58083895083959
Battery,3813,Power,0.0
Battery,1633,Power,0.0
H2Tank,878,H2,6.4659866830654524e-6
PHS,2668,Power,243.50399409545244
PHS,6877,Power,0.0
Battery,738,Power,0.0
H2Tank,7939,H2,8.140941798493012e-6
Battery,4715,Power,0.0
Battery,1261,Power,145.069009865489
PHS,2198,Power,-0.0
H2Tank,2282,H2,4.752799807738563e-6
H2Tank,7258,H2,7.256324130228921e-6
Battery,2814,Power,907.6879336148825
H2Tank,3770,H2,6.186216548623787e-6
PHS,4769,Power,30.045684355978295
H2Tank,1550,H2,4.650218414691023e-6
PHS,189,Power,1024.984155154104
Battery,7739,Power,-0.0
PHS,2556,Power,29.04341599031596
PHS,3214,Power,137.80557275417505
PHS,3946,Power,15.000000000000002
Battery,6262,Power,38.473447153990804
PHS,6482,Power,0.0
H2Tank,3924,H2,5.940365014066207e-6
H2Tank,5058,H2,6.138295375828779e-6
Battery,6073,Power,0.0
Battery,8695,Power,0.0
H2Tank,154,H2,6.8888417659781975e-6
PHS,8410,Power,-0.0
PHS,7841,Power,746.6012342738298
H2Tank,6068,H2,2.353732841370148e-7
Battery,3143,Power,480.9599826677242
Battery,684,Power,0.0
PHS,337,Power,259.84476183226775
PHS,5064,Power,-0.0
PHS,779,Power,19.627470607862765
H2Tank,7630,H2,6.497619350552076e-6
Battery,4398,Power,0.0
Battery,3003,Power,160.215810378311
H2Tank,4278,H2,4.009943876613407e-6
PHS,3409,Power,0.0
PHS,4694,Power,161.53741917974526
H2Tank,1508,H2,3.7692763334605653e-6
H2Tank,4362,H2,3.4154827035356664e-6
PHS,5116,Power,44.955015
H2Tank,7930,H2,8.392114452125483e-6
PHS,3465,Power,6.434811027471616
Battery,120,Power,0.0
H2Tank,5232,H2,6.120868852227273e-6
Battery,5970,Power,0.0
Battery,3050,Power,87.05141371170193
PHS,4967,Power,157.57098687830828
PHS,5785,Power,84.14399871353442
H2Tank,3189,H2,2.3591359543096445e-6
Battery,5140,Power,0.0
PHS,2694,Power,579.8142839504201
Battery,843,Power,0.0
PHS,6802,Power,13.21524611208888
PHS,3451,Power,58.94137284354957
H2Tank,6393,H2,2.963429322702425e-6
Battery,6191,Power,330.6771313359923
H2Tank,4044,H2,4.751442667910738e-6
H2Tank,5910,H2,1.5287430906032244e-6
Battery,4397,Power,-0.0
PHS,6978,Power,65.88029267294911
PHS,2447,Power,0.0
Battery,3889,Power,290.94847927881875
Battery,5053,Power,150.59170222787665
Battery,7045,Power,674.6625797253298
Battery,966,Power,192.93651149056836
PHS,4054,Power,90.75924034162838
PHS,4735,Power,-0.0
PHS,8727,Power,530.053539188576
H2Tank,8258,H2,2.158734467110559e-6
Battery,5274,Power,-0.0
PHS,4571,Power,23.284764733296356
Battery,6321,Power,0.0
PHS,5582,Power,-0.0
PHS,4228,Power,0.0
PHS,4104,Power,0.0
H2Tank,2058,H2,2.816856807611336e-6
H2Tank,4799,H2,1.944015154728091e-6
Battery,927,Power,453.51592970606805
PHS,2881,Power,213.73817824872174
H2Tank,1913,H2,2.1761242348417956e-6
PHS,7546,Power,434.9440334034319
Battery,4043,Power,0.0
Battery,2608,Power,-0.0
H2Tank,5126,H2,6.616253163125385e-6
H2Tank,210,H2,7.856550320200172e-6
PHS,3552,Power,0.0
Battery,2269,Power,0.0
Battery,4808,Power,0.0
Battery,5731,Power,51.783212324884055
H2Tank,7781,H2,4.967914952570803e-6
Battery,5604,Power,646.9367284550635
Battery,1897,Power,147.92717561007572
Battery,5444,Power,241.1308598631383
PHS,3144,Power,572.7485756672193
H2Tank,8233,H2,1.7120997497773398e-6
PHS,7142,Power,217.20322290940015
PHS,3583,Power,149.2224250719231
H2Tank,5331,H2,5.40269307434583e-6
H2Tank,5694,H2,1.6562506184882132e-6
Battery,6905,Power,0.0
Battery,7726,Power,149.612679059073
Battery,6982,Power,-0.0
PHS,5173,Power,29.985000000000003
H2Tank,730,H2,6.713415892672869e-6
H2Tank,700,H2,6.607916648995586e-6
H2Tank,5524,H2,3.402677523785312e-6
Battery,4136,Power,0.0
Battery,4085,Power,0.9909827021861669
H2Tank,4515,H2,2.647768494564398e-6
H2Tank,8046,H2,3.457211925866244e-6
Battery,3829,Power,0.0
Battery,7057,Power,113.54419984000833
PHS,2815,Power,377.8095349807906
Battery,933,Power,576.299935068531
Battery,661,Power,0.0
Battery,2175,Power,0.0
Battery,5566,Power,393.4625685527798
Battery,2250,Power,0.0
Battery,6926,Power,913.2378387711235
PHS,5524,Power,58.94137284354957
Battery,7588,Power,385.78360192949833
H2Tank,7354,H2,5.971934065623406e-6
PHS,6179,Power,257.6876915715966
PHS,1662,Power,805.7335617813305
H2Tank,2655,H2,5.1956416019905156e-6
Battery,829,Power,0.0
Battery,2824,Power,598.8319194671305
PHS,6494,Power,0.0
PHS,620,Power,0.0
Battery,6530,Power,40.97535568228693
Battery,7028,Power,819.1690655291872
PHS,8732,Power,602.2587166551543
H2Tank,3900,H2,5.648767971500082e-6
Battery,1274,Power,479.2813668500407
Battery,4450,Power,0.0
PHS,2021,Power,0.0
H2Tank,2142,H2,4.212721772198464e-6
H2Tank,6172,H2,1.2220860370103308e-6
Battery,1097,Power,0.0
H2Tank,6292,H2,1.815782405247631e-6
H2Tank,4364,H2,3.328724712668086e-6
Battery,3144,Power,399.34461611723515
Battery,4932,Power,42.852816207271225
Battery,8579,Power,0.0
PHS,1523,Power,618.0437706009116
Battery,2747,Power,535.0713993346942
H2Tank,8350,H2,1.7013585535151218e-6
PHS,3555,Power,0.0
H2Tank,592,H2,6.185656728444813e-6
PHS,4844,Power,29.985000000000003
H2Tank,5453,H2,4.189132985566275e-6
H2Tank,6875,H2,7.778649080396392e-6
PHS,1938,Power,134.46125811188875
Battery,7401,Power,688.1993901795984
H2Tank,272,H2,6.64246433973733e-6
Battery,6670,Power,12.646980953270388
H2Tank,7171,H2,7.011022520039e-6
Battery,3804,Power,0.0
Battery,6100,Power,0.0
Battery,1484,Power,874.2485728392111
H2Tank,7918,H2,8.168797093458873e-6
Battery,2473,Power,0.0
Battery,5723,Power,0.0
Battery,7610,Power,999.0
H2Tank,7920,H2,8.206016653236642e-6
H2Tank,7466,H2,7.63502127599421e-6
Battery,8191,Power,0.0
Battery,1876,Power,311.0020950889476
PHS,5356,Power,0.0
H2Tank,415,H2,5.696365409898662e-6
PHS,8383,Power,-0.0
H2Tank,7493,H2,7.78416246094692e-6
Battery,3865,Power,123.37472176874199
H2Tank,1992,H2,2.6238107355415622e-6
H2Tank,7768,H2,4.632938914570889e-6
PHS,4249,Power,0.0
Battery,3963,Power,56.105924843984184
H2Tank,5735,H2,1.6565135643298514e-6
Battery,5701,Power,0.0
H2Tank,5947,H2,1.6781472213975737e-6
PHS,1774,Power,0.0
PHS,8735,Power,645.4087616790802
PHS,675,Power,0.0
PHS,4802,Power,0.0
Battery,7143,Power,698.7719566499238
H2Tank,4621,H2,1.6754781797362243e-6
Battery,4755,Power,-0.0
PHS,7487,Power,223.43180456997
PHS,4903,Power,-0.0
PHS,2018,Power,58.94137284354957
Battery,563,Power,60.5267251234504
H2Tank,3982,H2,5.252986414464872e-6
PHS,5023,Power,29.985000000000003
H2Tank,5081,H2,6.54771053338423e-6
H2Tank,1121,H2,6.30781910457046e-6
PHS,5945,Power,216.99703715550365
Battery,429,Power,0.0
PHS,2004,Power,-0.0
H2Tank,4792,H2,1.944015154728091e-6
Battery,2162,Power,0.0
H2Tank,7310,H2,6.954394447036244e-6
PHS,5509,Power,59.83528468522491
Battery,2860,Power,332.2288148826623
PHS,5819,Power,-0.0
H2Tank,2363,H2,4.7471662637658204e-6
H2Tank,7443,H2,7.43634165995169e-6
H2Tank,7100,H2,7.351106210328378e-6
Battery,5926,Power,71.21732002509803
PHS,3302,Power,134.4463776927277
PHS,5820,Power,-0.0
Battery,1741,Power,630.9874980339928
Battery,918,Power,195.08572905736995
Battery,4556,Power,172.71797150142694
PHS,1046,Power,0.0
Battery,7951,Power,977.6355989576078
PHS,1505,Power,700.2508790600301
Battery,1841,Power,0.0
PHS,1795,Power,-0.0
H2Tank,5697,H2,1.6500911828321915e-6
PHS,5608,Power,158.20284969263383
H2Tank,7734,H2,3.857487594893777e-6
H2Tank,2133,H2,4.212721772198464e-6
PHS,3787,Power,0.0
H2Tank,2670,H2,5.53061763999043e-6
H2Tank,4438,H2,3.1616311124305843e-6
Battery,363,Power,0.0
H2Tank,1588,H2,3.4207288971825015e-6
Battery,4457,Power,79.90139121775351
Battery,2830,Power,547.1896530546337
Battery,4629,Power,30.45667745737536
PHS,2729,Power,806.2884637523174
Battery,2853,Power,466.5194652806982
Battery,5603,Power,642.4471274755028
PHS,7414,Power,0.0
H2Tank,3568,H2,5.997226345476912e-6
H2Tank,845,H2,6.366646875044191e-6
H2Tank,5889,H2,1.4106620297722597e-6
Battery,2779,Power,-0.0
Battery,7422,Power,181.42109794083007
Battery,8422,Power,-0.0
PHS,7451,Power,104.6855244753149
H2Tank,2697,H2,6.157190720556469e-6
PHS,2428,Power,14.985000000000001
H2Tank,792,H2,6.521421603969646e-6
Battery,6908,Power,-0.0
Battery,8526,Power,0.0
Battery,5928,Power,184.07935971993527
PHS,1997,Power,19.64711772558836
PHS,3109,Power,997.1506348190203
PHS,2451,Power,0.0
PHS,2454,Power,0.0
Battery,5223,Power,128.43842081042914
H2Tank,2563,H2,5.1455772792174255e-6
Battery,929,Power,404.93441323599694
H2Tank,8345,H2,1.7508969846049335e-6
PHS,7842,Power,760.854633039556
H2Tank,3636,H2,5.421769371050521e-6
Battery,6334,Power,13.36139471438038
H2Tank,3105,H2,3.5914372958989234e-6
H2Tank,13,H2,4.437984364618235e-6
H2Tank,8072,H2,2.329358044587704e-6
H2Tank,7350,H2,5.860275386290101e-6
