Hour,Technology,Fuel,value
97,LPGCar,Coal,0.0
98,LPGCar,Coal,0.0
99,LPGCar,Coal,0.0
100,LPGCar,Coal,0.0
101,LPGCar,Coal,0.0
102,LPGCar,Coal,0.0
103,LPGCar,Coal,0.0
104,LPGCar,Coal,0.0
105,LPGCar,Coal,0.0
106,LPGCar,Coal,0.0
107,LPGCar,Coal,0.0
108,LPGCar,Coal,0.0
109,LPGCar,Coal,0.0
110,LPGCar,Coal,0.0
111,LPGCar,Coal,0.0
112,LPGCar,Coal,0.0
113,LPGCar,Coal,0.0
114,LPGCar,Coal,0.0
115,LPGCar,Coal,0.0
116,LPGCar,Coal,0.0
117,LPGCar,Coal,0.0
118,LPGCar,Coal,0.0
119,LPGCar,Coal,0.0
120,LPGCar,Coal,0.0
1,WindOnshore,Coal,-0.0
2,WindOnshore,Coal,-0.0
3,WindOnshore,Coal,-0.0
4,WindOnshore,Coal,-0.0
5,WindOnshore,Coal,-0.0
6,WindOnshore,Coal,-0.0
7,WindOnshore,Coal,-0.0
8,WindOnshore,Coal,-0.0
9,WindOnshore,Coal,-0.0
10,WindOnshore,Coal,-0.0
11,WindOnshore,Coal,-0.0
12,WindOnshore,Coal,-0.0
13,WindOnshore,Coal,-0.0
14,WindOnshore,Coal,-0.0
15,WindOnshore,Coal,-0.0
16,WindOnshore,Coal,-0.0
17,WindOnshore,Coal,-0.0
18,WindOnshore,Coal,-0.0
19,WindOnshore,Coal,-0.0
20,WindOnshore,Coal,-0.0
21,WindOnshore,Coal,-0.0
22,WindOnshore,Coal,-0.0
23,WindOnshore,Coal,-0.0
24,WindOnshore,Coal,-0.0
25,WindOnshore,Coal,-0.0
26,WindOnshore,Coal,-0.0
27,WindOnshore,Coal,-0.0
28,WindOnshore,Coal,-0.0
29,WindOnshore,Coal,-0.0
30,WindOnshore,Coal,-0.0
31,WindOnshore,Coal,-0.0
32,WindOnshore,Coal,-0.0
33,WindOnshore,Coal,-0.0
34,WindOnshore,Coal,-0.0
35,WindOnshore,Coal,-0.0
36,WindOnshore,Coal,-0.0
37,WindOnshore,Coal,-0.0
38,WindOnshore,Coal,-0.0
39,WindOnshore,Coal,-0.0
40,WindOnshore,Coal,-0.0
41,WindOnshore,Coal,-0.0
42,WindOnshore,Coal,-0.0
43,WindOnshore,Coal,-0.0
44,WindOnshore,Coal,-0.0
45,WindOnshore,Coal,-0.0
46,WindOnshore,Coal,-0.0
47,WindOnshore,Coal,-0.0
48,WindOnshore,Coal,-0.0
49,WindOnshore,Coal,-0.0
50,WindOnshore,Coal,-0.0
51,WindOnshore,Coal,-0.0
52,WindOnshore,Coal,-0.0
53,WindOnshore,Coal,-0.0
54,WindOnshore,Coal,-0.0
55,WindOnshore,Coal,-0.0
56,WindOnshore,Coal,-0.0
57,WindOnshore,Coal,-0.0
58,WindOnshore,Coal,-0.0
59,WindOnshore,Coal,-0.0
60,WindOnshore,Coal,-0.0
61,WindOnshore,Coal,-0.0
62,WindOnshore,Coal,-0.0
63,WindOnshore,Coal,-0.0
64,WindOnshore,Coal,-0.0
65,WindOnshore,Coal,-0.0
66,WindOnshore,Coal,-0.0
67,WindOnshore,Coal,-0.0
68,WindOnshore,Coal,-0.0
69,WindOnshore,Coal,-0.0
70,WindOnshore,Coal,-0.0
71,WindOnshore,Coal,-0.0
72,WindOnshore,Coal,-0.0
73,WindOnshore,Coal,-0.0
74,WindOnshore,Coal,-0.0
75,WindOnshore,Coal,-0.0
76,WindOnshore,Coal,-0.0
77,WindOnshore,Coal,-0.0
78,WindOnshore,Coal,-0.0
79,WindOnshore,Coal,-0.0
80,WindOnshore,Coal,-0.0
81,WindOnshore,Coal,-0.0
82,WindOnshore,Coal,-0.0
83,WindOnshore,Coal,-0.0
84,WindOnshore,Coal,-0.0
85,WindOnshore,Coal,-0.0
86,WindOnshore,Coal,-0.0
87,WindOnshore,Coal,-0.0
88,WindOnshore,Coal,-0.0
89,WindOnshore,Coal,-0.0
90,WindOnshore,Coal,-0.0
91,WindOnshore,Coal,-0.0
92,WindOnshore,Coal,-0.0
93,WindOnshore,Coal,-0.0
94,WindOnshore,Coal,-0.0
95,WindOnshore,Coal,-0.0
96,WindOnshore,Coal,-0.0
97,WindOnshore,Coal,-0.0
98,WindOnshore,Coal,-0.0
99,WindOnshore,Coal,-0.0
100,WindOnshore,Coal,-0.0
101,WindOnshore,Coal,-0.0
102,WindOnshore,Coal,-0.0
103,WindOnshore,Coal,-0.0
104,WindOnshore,Coal,-0.0
105,WindOnshore,Coal,-0.0
106,WindOnshore,Coal,-0.0
107,WindOnshore,Coal,-0.0
108,WindOnshore,Coal,-0.0
109,WindOnshore,Coal,-0.0
110,WindOnshore,Coal,-0.0
111,WindOnshore,Coal,-0.0
112,WindOnshore,Coal,-0.0
113,WindOnshore,Coal,-0.0
114,WindOnshore,Coal,-0.0
115,WindOnshore,Coal,-0.0
116,WindOnshore,Coal,-0.0
117,WindOnshore,Coal,-0.0
118,WindOnshore,Coal,-0.0
119,WindOnshore,Coal,-0.0
120,WindOnshore,Coal,-0.0
1,ElectricHeater,Coal,-0.0
2,ElectricHeater,Coal,-0.0
3,ElectricHeater,Coal,-0.0
4,ElectricHeater,Coal,-0.0
5,ElectricHeater,Coal,-0.0
6,ElectricHeater,Coal,-0.0
7,ElectricHeater,Coal,-0.0
8,ElectricHeater,Coal,-0.0
9,ElectricHeater,Coal,-0.0
10,ElectricHeater,Coal,-0.0
11,ElectricHeater,Coal,-0.0
12,ElectricHeater,Coal,-0.0
13,ElectricHeater,Coal,-0.0
14,ElectricHeater,Coal,-0.0
15,ElectricHeater,Coal,-0.0
16,ElectricHeater,Coal,-0.0
17,ElectricHeater,Coal,-0.0
18,ElectricHeater,Coal,-0.0
19,ElectricHeater,Coal,-0.0
20,ElectricHeater,Coal,-0.0
21,ElectricHeater,Coal,-0.0
22,ElectricHeater,Coal,-0.0
23,ElectricHeater,Coal,-0.0
24,ElectricHeater,Coal,-0.0
25,ElectricHeater,Coal,-0.0
26,ElectricHeater,Coal,-0.0
27,ElectricHeater,Coal,-0.0
28,ElectricHeater,Coal,-0.0
29,ElectricHeater,Coal,-0.0
30,ElectricHeater,Coal,-0.0
31,ElectricHeater,Coal,-0.0
32,ElectricHeater,Coal,-0.0
33,ElectricHeater,Coal,-0.0
34,ElectricHeater,Coal,-0.0
35,ElectricHeater,Coal,-0.0
36,ElectricHeater,Coal,-0.0
37,ElectricHeater,Coal,-0.0
38,ElectricHeater,Coal,-0.0
39,ElectricHeater,Coal,-0.0
40,ElectricHeater,Coal,-0.0
41,ElectricHeater,Coal,-0.0
42,ElectricHeater,Coal,-0.0
43,ElectricHeater,Coal,-0.0
44,ElectricHeater,Coal,-0.0
45,ElectricHeater,Coal,-0.0
46,ElectricHeater,Coal,-0.0
47,ElectricHeater,Coal,-0.0
48,ElectricHeater,Coal,-0.0
49,ElectricHeater,Coal,-0.0
50,ElectricHeater,Coal,-0.0
51,ElectricHeater,Coal,-0.0
52,ElectricHeater,Coal,-0.0
53,ElectricHeater,Coal,-0.0
54,ElectricHeater,Coal,-0.0
55,ElectricHeater,Coal,-0.0
56,ElectricHeater,Coal,-0.0
57,ElectricHeater,Coal,-0.0
58,ElectricHeater,Coal,-0.0
59,ElectricHeater,Coal,-0.0
60,ElectricHeater,Coal,-0.0
61,ElectricHeater,Coal,-0.0
62,ElectricHeater,Coal,-0.0
63,ElectricHeater,Coal,-0.0
64,ElectricHeater,Coal,-0.0
65,ElectricHeater,Coal,-0.0
66,ElectricHeater,Coal,-0.0
67,ElectricHeater,Coal,-0.0
68,ElectricHeater,Coal,-0.0
69,ElectricHeater,Coal,-0.0
70,ElectricHeater,Coal,-0.0
71,ElectricHeater,Coal,-0.0
72,ElectricHeater,Coal,-0.0
73,ElectricHeater,Coal,-0.0
74,ElectricHeater,Coal,-0.0
75,ElectricHeater,Coal,-0.0
76,ElectricHeater,Coal,-0.0
77,ElectricHeater,Coal,-0.0
78,ElectricHeater,Coal,-0.0
79,ElectricHeater,Coal,-0.0
80,ElectricHeater,Coal,-0.0
81,ElectricHeater,Coal,-0.0
82,ElectricHeater,Coal,-0.0
83,ElectricHeater,Coal,-0.0
84,ElectricHeater,Coal,-0.0
85,ElectricHeater,Coal,-0.0
86,ElectricHeater,Coal,-0.0
87,ElectricHeater,Coal,-0.0
88,ElectricHeater,Coal,-0.0
89,ElectricHeater,Coal,-0.0
90,ElectricHeater,Coal,-0.0
91,ElectricHeater,Coal,-0.0
92,ElectricHeater,Coal,-0.0
93,ElectricHeater,Coal,-0.0
94,ElectricHeater,Coal,-0.0
95,ElectricHeater,Coal,-0.0
96,ElectricHeater,Coal,-0.0
97,ElectricHeater,Coal,-0.0
98,ElectricHeater,Coal,-0.0
99,ElectricHeater,Coal,-0.0
100,ElectricHeater,Coal,-0.0
101,ElectricHeater,Coal,-0.0
102,ElectricHeater,Coal,-0.0
103,ElectricHeater,Coal,-0.0
104,ElectricHeater,Coal,-0.0
105,ElectricHeater,Coal,-0.0
106,ElectricHeater,Coal,-0.0
107,ElectricHeater,Coal,-0.0
108,ElectricHeater,Coal,-0.0
109,ElectricHeater,Coal,-0.0
110,ElectricHeater,Coal,-0.0
111,ElectricHeater,Coal,-0.0
112,ElectricHeater,Coal,-0.0
113,ElectricHeater,Coal,-0.0
114,ElectricHeater,Coal,-0.0
115,ElectricHeater,Coal,-0.0
116,ElectricHeater,Coal,-0.0
117,ElectricHeater,Coal,-0.0
118,ElectricHeater,Coal,-0.0
119,ElectricHeater,Coal,-0.0
120,ElectricHeater,Coal,-0.0
1,WindOffshore,Coal,-0.0
2,WindOffshore,Coal,-0.0
3,WindOffshore,Coal,-0.0
4,WindOffshore,Coal,-0.0
5,WindOffshore,Coal,-0.0
6,WindOffshore,Coal,-0.0
7,WindOffshore,Coal,-0.0
8,WindOffshore,Coal,-0.0
9,WindOffshore,Coal,-0.0
10,WindOffshore,Coal,-0.0
11,WindOffshore,Coal,-0.0
12,WindOffshore,Coal,-0.0
13,WindOffshore,Coal,-0.0
14,WindOffshore,Coal,-0.0
15,WindOffshore,Coal,-0.0
16,WindOffshore,Coal,-0.0
17,WindOffshore,Coal,-0.0
18,WindOffshore,Coal,-0.0
19,WindOffshore,Coal,-0.0
20,WindOffshore,Coal,-0.0
21,WindOffshore,Coal,-0.0
22,WindOffshore,Coal,-0.0
23,WindOffshore,Coal,-0.0
24,WindOffshore,Coal,-0.0
25,WindOffshore,Coal,-0.0
26,WindOffshore,Coal,-0.0
27,WindOffshore,Coal,-0.0
28,WindOffshore,Coal,-0.0
29,WindOffshore,Coal,-0.0
30,WindOffshore,Coal,-0.0
31,WindOffshore,Coal,-0.0
32,WindOffshore,Coal,-0.0
33,WindOffshore,Coal,-0.0
34,WindOffshore,Coal,-0.0
35,WindOffshore,Coal,-0.0
36,WindOffshore,Coal,-0.0
37,WindOffshore,Coal,-0.0
38,WindOffshore,Coal,-0.0
39,WindOffshore,Coal,-0.0
40,WindOffshore,Coal,-0.0
41,WindOffshore,Coal,-0.0
42,WindOffshore,Coal,-0.0
43,WindOffshore,Coal,-0.0
44,WindOffshore,Coal,-0.0
45,WindOffshore,Coal,-0.0
46,WindOffshore,Coal,-0.0
47,WindOffshore,Coal,-0.0
48,WindOffshore,Coal,-0.0
49,WindOffshore,Coal,-0.0
50,WindOffshore,Coal,-0.0
51,WindOffshore,Coal,-0.0
52,WindOffshore,Coal,-0.0
53,WindOffshore,Coal,-0.0
54,WindOffshore,Coal,-0.0
55,WindOffshore,Coal,-0.0
56,WindOffshore,Coal,-0.0
57,WindOffshore,Coal,-0.0
58,WindOffshore,Coal,-0.0
59,WindOffshore,Coal,-0.0
60,WindOffshore,Coal,-0.0
61,WindOffshore,Coal,-0.0
62,WindOffshore,Coal,-0.0
63,WindOffshore,Coal,-0.0
64,WindOffshore,Coal,-0.0
65,WindOffshore,Coal,-0.0
66,WindOffshore,Coal,-0.0
67,WindOffshore,Coal,-0.0
68,WindOffshore,Coal,-0.0
69,WindOffshore,Coal,-0.0
70,WindOffshore,Coal,-0.0
71,WindOffshore,Coal,-0.0
72,WindOffshore,Coal,-0.0
73,WindOffshore,Coal,-0.0
74,WindOffshore,Coal,-0.0
75,WindOffshore,Coal,-0.0
76,WindOffshore,Coal,-0.0
77,WindOffshore,Coal,-0.0
78,WindOffshore,Coal,-0.0
79,WindOffshore,Coal,-0.0
80,WindOffshore,Coal,-0.0
81,WindOffshore,Coal,-0.0
82,WindOffshore,Coal,-0.0
83,WindOffshore,Coal,-0.0
84,WindOffshore,Coal,-0.0
85,WindOffshore,Coal,-0.0
86,WindOffshore,Coal,-0.0
87,WindOffshore,Coal,-0.0
88,WindOffshore,Coal,-0.0
89,WindOffshore,Coal,-0.0
90,WindOffshore,Coal,-0.0
91,WindOffshore,Coal,-0.0
92,WindOffshore,Coal,-0.0
93,WindOffshore,Coal,-0.0
94,WindOffshore,Coal,-0.0
95,WindOffshore,Coal,-0.0
96,WindOffshore,Coal,-0.0
97,WindOffshore,Coal,-0.0
98,WindOffshore,Coal,-0.0
99,WindOffshore,Coal,-0.0
100,WindOffshore,Coal,-0.0
101,WindOffshore,Coal,-0.0
102,WindOffshore,Coal,-0.0
103,WindOffshore,Coal,-0.0
104,WindOffshore,Coal,-0.0
105,WindOffshore,Coal,-0.0
106,WindOffshore,Coal,-0.0
107,WindOffshore,Coal,-0.0
108,WindOffshore,Coal,-0.0
109,WindOffshore,Coal,-0.0
110,WindOffshore,Coal,-0.0
111,WindOffshore,Coal,-0.0
112,WindOffshore,Coal,-0.0
113,WindOffshore,Coal,-0.0
114,WindOffshore,Coal,-0.0
115,WindOffshore,Coal,-0.0
116,WindOffshore,Coal,-0.0
117,WindOffshore,Coal,-0.0
118,WindOffshore,Coal,-0.0
119,WindOffshore,Coal,-0.0
120,WindOffshore,Coal,-0.0
1,SolarPV,Gas,-0.0
2,SolarPV,Gas,-0.0
3,SolarPV,Gas,-0.0
4,SolarPV,Gas,-0.0
5,SolarPV,Gas,-0.0
6,SolarPV,Gas,-0.0
7,SolarPV,Gas,-0.0
8,SolarPV,Gas,-0.0
9,SolarPV,Gas,-0.0
10,SolarPV,Gas,-0.0
11,SolarPV,Gas,-0.0
12,SolarPV,Gas,-0.0
13,SolarPV,Gas,-0.0
14,SolarPV,Gas,-0.0
15,SolarPV,Gas,-0.0
16,SolarPV,Gas,-0.0
17,SolarPV,Gas,-0.0
18,SolarPV,Gas,-0.0
19,SolarPV,Gas,-0.0
20,SolarPV,Gas,-0.0
21,SolarPV,Gas,-0.0
22,SolarPV,Gas,-0.0
23,SolarPV,Gas,-0.0
24,SolarPV,Gas,-0.0
25,SolarPV,Gas,-0.0
26,SolarPV,Gas,-0.0
27,SolarPV,Gas,-0.0
28,SolarPV,Gas,-0.0
29,SolarPV,Gas,-0.0
30,SolarPV,Gas,-0.0
31,SolarPV,Gas,-0.0
32,SolarPV,Gas,-0.0
33,SolarPV,Gas,-0.0
34,SolarPV,Gas,-0.0
35,SolarPV,Gas,-0.0
36,SolarPV,Gas,-0.0
37,SolarPV,Gas,-0.0
38,SolarPV,Gas,-0.0
39,SolarPV,Gas,-0.0
40,SolarPV,Gas,-0.0
41,SolarPV,Gas,-0.0
42,SolarPV,Gas,-0.0
43,SolarPV,Gas,-0.0
44,SolarPV,Gas,-0.0
45,SolarPV,Gas,-0.0
46,SolarPV,Gas,-0.0
47,SolarPV,Gas,-0.0
48,SolarPV,Gas,-0.0
49,SolarPV,Gas,-0.0
50,SolarPV,Gas,-0.0
51,SolarPV,Gas,-0.0
52,SolarPV,Gas,-0.0
53,SolarPV,Gas,-0.0
54,SolarPV,Gas,-0.0
55,SolarPV,Gas,-0.0
56,SolarPV,Gas,-0.0
57,SolarPV,Gas,-0.0
58,SolarPV,Gas,-0.0
59,SolarPV,Gas,-0.0
60,SolarPV,Gas,-0.0
61,SolarPV,Gas,-0.0
62,SolarPV,Gas,-0.0
63,SolarPV,Gas,-0.0
64,SolarPV,Gas,-0.0
65,SolarPV,Gas,-0.0
66,SolarPV,Gas,-0.0
67,SolarPV,Gas,-0.0
68,SolarPV,Gas,-0.0
69,SolarPV,Gas,-0.0
70,SolarPV,Gas,-0.0
71,SolarPV,Gas,-0.0
72,SolarPV,Gas,-0.0
73,SolarPV,Gas,-0.0
74,SolarPV,Gas,-0.0
75,SolarPV,Gas,-0.0
76,SolarPV,Gas,-0.0
77,SolarPV,Gas,-0.0
78,SolarPV,Gas,-0.0
79,SolarPV,Gas,-0.0
80,SolarPV,Gas,-0.0
81,SolarPV,Gas,-0.0
82,SolarPV,Gas,-0.0
83,SolarPV,Gas,-0.0
84,SolarPV,Gas,-0.0
85,SolarPV,Gas,-0.0
86,SolarPV,Gas,-0.0
87,SolarPV,Gas,-0.0
88,SolarPV,Gas,-0.0
89,SolarPV,Gas,-0.0
90,SolarPV,Gas,-0.0
91,SolarPV,Gas,-0.0
92,SolarPV,Gas,-0.0
93,SolarPV,Gas,-0.0
94,SolarPV,Gas,-0.0
95,SolarPV,Gas,-0.0
96,SolarPV,Gas,-0.0
97,SolarPV,Gas,-0.0
98,SolarPV,Gas,-0.0
99,SolarPV,Gas,-0.0
100,SolarPV,Gas,-0.0
101,SolarPV,Gas,-0.0
102,SolarPV,Gas,-0.0
103,SolarPV,Gas,-0.0
104,SolarPV,Gas,-0.0
105,SolarPV,Gas,-0.0
106,SolarPV,Gas,-0.0
107,SolarPV,Gas,-0.0
108,SolarPV,Gas,-0.0
109,SolarPV,Gas,-0.0
110,SolarPV,Gas,-0.0
111,SolarPV,Gas,-0.0
112,SolarPV,Gas,-0.0
113,SolarPV,Gas,-0.0
114,SolarPV,Gas,-0.0
115,SolarPV,Gas,-0.0
116,SolarPV,Gas,-0.0
117,SolarPV,Gas,-0.0
118,SolarPV,Gas,-0.0
119,SolarPV,Gas,-0.0
120,SolarPV,Gas,-0.0
1,CoalMine,Gas,-0.0
2,CoalMine,Gas,-0.0
3,CoalMine,Gas,-0.0
4,CoalMine,Gas,-0.0
5,CoalMine,Gas,-0.0
6,CoalMine,Gas,-0.0
7,CoalMine,Gas,-0.0
8,CoalMine,Gas,-0.0
9,CoalMine,Gas,-0.0
10,CoalMine,Gas,-0.0
11,CoalMine,Gas,-0.0
12,CoalMine,Gas,-0.0
13,CoalMine,Gas,-0.0
14,CoalMine,Gas,-0.0
15,CoalMine,Gas,-0.0
16,CoalMine,Gas,-0.0
17,CoalMine,Gas,-0.0
18,CoalMine,Gas,-0.0
19,CoalMine,Gas,-0.0
20,CoalMine,Gas,-0.0
21,CoalMine,Gas,-0.0
22,CoalMine,Gas,-0.0
23,CoalMine,Gas,-0.0
24,CoalMine,Gas,-0.0
25,CoalMine,Gas,-0.0
26,CoalMine,Gas,-0.0
27,CoalMine,Gas,-0.0
28,CoalMine,Gas,-0.0
29,CoalMine,Gas,-0.0
30,CoalMine,Gas,-0.0
31,CoalMine,Gas,-0.0
32,CoalMine,Gas,-0.0
33,CoalMine,Gas,-0.0
34,CoalMine,Gas,-0.0
35,CoalMine,Gas,-0.0
36,CoalMine,Gas,-0.0
37,CoalMine,Gas,-0.0
38,CoalMine,Gas,-0.0
39,CoalMine,Gas,-0.0
40,CoalMine,Gas,-0.0
41,CoalMine,Gas,-0.0
42,CoalMine,Gas,-0.0
43,CoalMine,Gas,-0.0
44,CoalMine,Gas,-0.0
45,CoalMine,Gas,-0.0
46,CoalMine,Gas,-0.0
47,CoalMine,Gas,-0.0
48,CoalMine,Gas,-0.0
49,CoalMine,Gas,-0.0
50,CoalMine,Gas,-0.0
51,CoalMine,Gas,-0.0
52,CoalMine,Gas,-0.0
53,CoalMine,Gas,-0.0
54,CoalMine,Gas,-0.0
55,CoalMine,Gas,-0.0
56,CoalMine,Gas,-0.0
57,CoalMine,Gas,-0.0
58,CoalMine,Gas,-0.0
59,CoalMine,Gas,-0.0
60,CoalMine,Gas,-0.0
61,CoalMine,Gas,-0.0
62,CoalMine,Gas,-0.0
63,CoalMine,Gas,-0.0
64,CoalMine,Gas,-0.0
65,CoalMine,Gas,-0.0
66,CoalMine,Gas,-0.0
67,CoalMine,Gas,-0.0
68,CoalMine,Gas,-0.0
69,CoalMine,Gas,-0.0
70,CoalMine,Gas,-0.0
71,CoalMine,Gas,-0.0
72,CoalMine,Gas,-0.0
73,CoalMine,Gas,-0.0
74,CoalMine,Gas,-0.0
75,CoalMine,Gas,-0.0
76,CoalMine,Gas,-0.0
77,CoalMine,Gas,-0.0
78,CoalMine,Gas,-0.0
79,CoalMine,Gas,-0.0
80,CoalMine,Gas,-0.0
81,CoalMine,Gas,-0.0
82,CoalMine,Gas,-0.0
83,CoalMine,Gas,-0.0
84,CoalMine,Gas,-0.0
85,CoalMine,Gas,-0.0
86,CoalMine,Gas,-0.0
87,CoalMine,Gas,-0.0
88,CoalMine,Gas,-0.0
89,CoalMine,Gas,-0.0
90,CoalMine,Gas,-0.0
91,CoalMine,Gas,-0.0
92,CoalMine,Gas,-0.0
93,CoalMine,Gas,-0.0
94,CoalMine,Gas,-0.0
95,CoalMine,Gas,-0.0
96,CoalMine,Gas,-0.0
97,CoalMine,Gas,-0.0
98,CoalMine,Gas,-0.0
99,CoalMine,Gas,-0.0
100,CoalMine,Gas,-0.0
101,CoalMine,Gas,-0.0
102,CoalMine,Gas,-0.0
103,CoalMine,Gas,-0.0
104,CoalMine,Gas,-0.0
105,CoalMine,Gas,-0.0
106,CoalMine,Gas,-0.0
107,CoalMine,Gas,-0.0
108,CoalMine,Gas,-0.0
109,CoalMine,Gas,-0.0
110,CoalMine,Gas,-0.0
111,CoalMine,Gas,-0.0
112,CoalMine,Gas,-0.0
113,CoalMine,Gas,-0.0
114,CoalMine,Gas,-0.0
115,CoalMine,Gas,-0.0
116,CoalMine,Gas,-0.0
117,CoalMine,Gas,-0.0
118,CoalMine,Gas,-0.0
119,CoalMine,Gas,-0.0
120,CoalMine,Gas,-0.0
1,GasExtractor,Gas,12.18
2,GasExtractor,Gas,11.207999999999998
3,GasExtractor,Gas,10.728
4,GasExtractor,Gas,10.26
5,GasExtractor,Gas,11.688
6,GasExtractor,Gas,13.152
7,GasExtractor,Gas,17.16
8,GasExtractor,Gas,21.828000000000003
9,GasExtractor,Gas,24.492
10,GasExtractor,Gas,22.884
11,GasExtractor,Gas,16.644000000000002
12,GasExtractor,Gas,11.207999999999998
13,GasExtractor,Gas,7.032
14,GasExtractor,Gas,4.452
15,GasExtractor,Gas,2.8680000000000003
16,GasExtractor,Gas,1.476
17,GasExtractor,Gas,1.2240000000000002
18,GasExtractor,Gas,1.2240000000000002
19,GasExtractor,Gas,1.476
20,GasExtractor,Gas,2.1359999999999997
21,GasExtractor,Gas,2.8680000000000003
22,GasExtractor,Gas,5.292
23,GasExtractor,Gas,10.728
24,GasExtractor,Gas,13.644
25,GasExtractor,Gas,14.64
26,GasExtractor,Gas,11.207999999999998
27,GasExtractor,Gas,10.728
28,GasExtractor,Gas,10.26
29,GasExtractor,Gas,11.688
30,GasExtractor,Gas,13.152
31,GasExtractor,Gas,17.16
32,GasExtractor,Gas,21.828000000000003
33,GasExtractor,Gas,24.492
34,GasExtractor,Gas,22.884
35,GasExtractor,Gas,16.644000000000002
36,GasExtractor,Gas,11.207999999999998
37,GasExtractor,Gas,7.032
38,GasExtractor,Gas,4.452
39,GasExtractor,Gas,2.8680000000000003
40,GasExtractor,Gas,1.476
41,GasExtractor,Gas,1.2240000000000002
42,GasExtractor,Gas,1.2240000000000002
43,GasExtractor,Gas,1.476
44,GasExtractor,Gas,2.1359999999999997
45,GasExtractor,Gas,2.8680000000000003
46,GasExtractor,Gas,5.292
47,GasExtractor,Gas,10.728
48,GasExtractor,Gas,13.644
49,GasExtractor,Gas,14.64
50,GasExtractor,Gas,11.207999999999998
51,GasExtractor,Gas,10.728
52,GasExtractor,Gas,10.26
53,GasExtractor,Gas,11.688
54,GasExtractor,Gas,13.152
55,GasExtractor,Gas,17.16
56,GasExtractor,Gas,21.828000000000003
57,GasExtractor,Gas,24.492
58,GasExtractor,Gas,22.884
59,GasExtractor,Gas,16.644000000000002
60,GasExtractor,Gas,11.207999999999998
61,GasExtractor,Gas,7.032
62,GasExtractor,Gas,4.452
63,GasExtractor,Gas,2.8680000000000003
64,GasExtractor,Gas,1.476
65,GasExtractor,Gas,1.2240000000000002
66,GasExtractor,Gas,1.2240000000000002
67,GasExtractor,Gas,1.476
68,GasExtractor,Gas,2.1359999999999997
69,GasExtractor,Gas,2.8680000000000003
70,GasExtractor,Gas,5.292
71,GasExtractor,Gas,10.728
72,GasExtractor,Gas,13.644
73,GasExtractor,Gas,14.64
74,GasExtractor,Gas,11.207999999999998
75,GasExtractor,Gas,10.728
76,GasExtractor,Gas,10.26
77,GasExtractor,Gas,11.688
78,GasExtractor,Gas,13.152
79,GasExtractor,Gas,17.16
80,GasExtractor,Gas,21.828000000000003
81,GasExtractor,Gas,24.492
82,GasExtractor,Gas,22.884
83,GasExtractor,Gas,16.644000000000002
84,GasExtractor,Gas,11.207999999999998
85,GasExtractor,Gas,7.032
86,GasExtractor,Gas,4.452
87,GasExtractor,Gas,2.8680000000000003
88,GasExtractor,Gas,1.476
89,GasExtractor,Gas,1.2240000000000002
90,GasExtractor,Gas,1.2240000000000002
91,GasExtractor,Gas,1.476
92,GasExtractor,Gas,2.1359999999999997
93,GasExtractor,Gas,2.8680000000000003
94,GasExtractor,Gas,5.292
95,GasExtractor,Gas,10.728
96,GasExtractor,Gas,13.644
97,GasExtractor,Gas,14.64
98,GasExtractor,Gas,11.207999999999998
99,GasExtractor,Gas,10.728
100,GasExtractor,Gas,10.26
101,GasExtractor,Gas,11.688
102,GasExtractor,Gas,13.152
103,GasExtractor,Gas,17.16
104,GasExtractor,Gas,21.828000000000003
105,GasExtractor,Gas,24.492
106,GasExtractor,Gas,22.884
107,GasExtractor,Gas,16.644000000000002
108,GasExtractor,Gas,11.207999999999998
109,GasExtractor,Gas,7.032
110,GasExtractor,Gas,4.452
111,GasExtractor,Gas,2.8680000000000003
112,GasExtractor,Gas,1.476
113,GasExtractor,Gas,1.2240000000000002
114,GasExtractor,Gas,1.2240000000000002
115,GasExtractor,Gas,1.476
116,GasExtractor,Gas,2.1359999999999997
117,GasExtractor,Gas,2.8680000000000003
118,GasExtractor,Gas,5.292
119,GasExtractor,Gas,10.728
120,GasExtractor,Gas,14.388000000000002
1,CoalPowerPlant,Gas,0.0
2,CoalPowerPlant,Gas,0.0
3,CoalPowerPlant,Gas,0.0
4,CoalPowerPlant,Gas,0.0
5,CoalPowerPlant,Gas,0.0
6,CoalPowerPlant,Gas,0.0
7,CoalPowerPlant,Gas,0.0
8,CoalPowerPlant,Gas,0.0
9,CoalPowerPlant,Gas,0.0
10,CoalPowerPlant,Gas,0.0
11,CoalPowerPlant,Gas,0.0
12,CoalPowerPlant,Gas,0.0
13,CoalPowerPlant,Gas,0.0
14,CoalPowerPlant,Gas,0.0
15,CoalPowerPlant,Gas,0.0
16,CoalPowerPlant,Gas,0.0
17,CoalPowerPlant,Gas,0.0
18,CoalPowerPlant,Gas,0.0
19,CoalPowerPlant,Gas,0.0
20,CoalPowerPlant,Gas,0.0
21,CoalPowerPlant,Gas,0.0
22,CoalPowerPlant,Gas,0.0
23,CoalPowerPlant,Gas,0.0
24,CoalPowerPlant,Gas,0.0
25,CoalPowerPlant,Gas,0.0
26,CoalPowerPlant,Gas,0.0
27,CoalPowerPlant,Gas,0.0
28,CoalPowerPlant,Gas,0.0
29,CoalPowerPlant,Gas,0.0
30,CoalPowerPlant,Gas,0.0
31,CoalPowerPlant,Gas,0.0
32,CoalPowerPlant,Gas,0.0
33,CoalPowerPlant,Gas,0.0
