Hour,Technology,Fuel,value
10,GasExtractor,Heat,-0.0
11,GasExtractor,Heat,-0.0
12,GasExtractor,Heat,-0.0
13,GasExtractor,Heat,-0.0
14,GasExtractor,Heat,-0.0
15,GasExtractor,Heat,-0.0
16,GasExtractor,Heat,-0.0
17,GasExtractor,Heat,-0.0
18,GasExtractor,Heat,-0.0
19,GasExtractor,Heat,-0.0
20,GasExtractor,Heat,-0.0
21,GasExtractor,Heat,-0.0
22,GasExtractor,Heat,-0.0
23,GasExtractor,Heat,-0.0
24,GasExtractor,Heat,-0.0
25,GasExtractor,Heat,-0.0
26,GasExtractor,Heat,-0.0
27,GasExtractor,Heat,-0.0
28,GasExtractor,Heat,-0.0
29,GasExtractor,Heat,-0.0
30,GasExtractor,Heat,-0.0
31,GasExtractor,Heat,0.0
32,GasExtractor,Heat,-0.0
33,GasExtractor,Heat,-0.0
34,GasExtractor,Heat,-0.0
35,GasExtractor,Heat,-0.0
36,GasExtractor,Heat,-0.0
37,GasExtractor,Heat,-0.0
38,GasExtractor,Heat,-0.0
39,GasExtractor,Heat,-0.0
40,GasExtractor,Heat,-0.0
41,GasExtractor,Heat,-0.0
42,GasExtractor,Heat,-0.0
43,GasExtractor,Heat,-0.0
44,GasExtractor,Heat,-0.0
45,GasExtractor,Heat,-0.0
46,GasExtractor,Heat,-0.0
47,GasExtractor,Heat,-0.0
48,GasExtractor,Heat,-0.0
49,GasExtractor,Heat,-0.0
50,GasExtractor,Heat,-0.0
51,GasExtractor,Heat,-0.0
52,GasExtractor,Heat,-0.0
53,GasExtractor,Heat,-0.0
54,GasExtractor,Heat,-0.0
55,GasExtractor,Heat,-0.0
56,GasExtractor,Heat,-0.0
57,GasExtractor,Heat,-0.0
58,GasExtractor,Heat,-0.0
59,GasExtractor,Heat,-0.0
60,GasExtractor,Heat,-0.0
61,GasExtractor,Heat,-0.0
62,GasExtractor,Heat,-0.0
63,GasExtractor,Heat,-0.0
64,GasExtractor,Heat,-0.0
65,GasExtractor,Heat,-0.0
66,GasExtractor,Heat,-0.0
67,GasExtractor,Heat,-0.0
68,GasExtractor,Heat,-0.0
69,GasExtractor,Heat,-0.0
70,GasExtractor,Heat,-0.0
71,GasExtractor,Heat,-0.0
72,GasExtractor,Heat,-0.0
73,GasExtractor,Heat,-0.0
74,GasExtractor,Heat,-0.0
75,GasExtractor,Heat,-0.0
76,GasExtractor,Heat,-0.0
77,GasExtractor,Heat,-0.0
78,GasExtractor,Heat,-0.0
79,GasExtractor,Heat,-0.0
80,GasExtractor,Heat,-0.0
81,GasExtractor,Heat,-0.0
82,GasExtractor,Heat,-0.0
83,GasExtractor,Heat,-0.0
84,GasExtractor,Heat,-0.0
85,GasExtractor,Heat,-0.0
86,GasExtractor,Heat,-0.0
87,GasExtractor,Heat,-0.0
88,GasExtractor,Heat,-0.0
89,GasExtractor,Heat,-0.0
90,GasExtractor,Heat,-0.0
91,GasExtractor,Heat,-0.0
92,GasExtractor,Heat,-0.0
93,GasExtractor,Heat,-0.0
94,GasExtractor,Heat,-0.0
95,GasExtractor,Heat,-0.0
96,GasExtractor,Heat,-0.0
97,GasExtractor,Heat,-0.0
98,GasExtractor,Heat,-0.0
99,GasExtractor,Heat,-0.0
100,GasExtractor,Heat,-0.0
101,GasExtractor,Heat,-0.0
102,GasExtractor,Heat,-0.0
103,GasExtractor,Heat,-0.0
104,GasExtractor,Heat,-0.0
105,GasExtractor,Heat,-0.0
106,GasExtractor,Heat,-0.0
107,GasExtractor,Heat,-0.0
108,GasExtractor,Heat,-0.0
109,GasExtractor,Heat,-0.0
110,GasExtractor,Heat,-0.0
111,GasExtractor,Heat,-0.0
112,GasExtractor,Heat,-0.0
113,GasExtractor,Heat,-0.0
114,GasExtractor,Heat,-0.0
115,GasExtractor,Heat,-0.0
116,GasExtractor,Heat,-0.0
117,GasExtractor,Heat,-0.0
118,GasExtractor,Heat,-0.0
119,GasExtractor,Heat,-0.0
120,GasExtractor,Heat,-0.0
1,CoalPowerPlant,Heat,-0.0
2,CoalPowerPlant,Heat,-0.0
3,CoalPowerPlant,Heat,-0.0
4,CoalPowerPlant,Heat,-0.0
5,CoalPowerPlant,Heat,-0.0
6,CoalPowerPlant,Heat,-0.0
7,CoalPowerPlant,Heat,-0.0
8,CoalPowerPlant,Heat,-0.0
9,CoalPowerPlant,Heat,-0.0
10,CoalPowerPlant,Heat,-0.0
11,CoalPowerPlant,Heat,-0.0
12,CoalPowerPlant,Heat,-0.0
13,CoalPowerPlant,Heat,-0.0
14,CoalPowerPlant,Heat,-0.0
15,CoalPowerPlant,Heat,-0.0
16,CoalPowerPlant,Heat,-0.0
17,CoalPowerPlant,Heat,-0.0
18,CoalPowerPlant,Heat,-0.0
19,CoalPowerPlant,Heat,-0.0
20,CoalPowerPlant,Heat,-0.0
21,CoalPowerPlant,Heat,-0.0
22,CoalPowerPlant,Heat,-0.0
23,CoalPowerPlant,Heat,-0.0
24,CoalPowerPlant,Heat,-0.0
25,CoalPowerPlant,Heat,-0.0
26,CoalPowerPlant,Heat,-0.0
27,CoalPowerPlant,Heat,-0.0
28,CoalPowerPlant,Heat,-0.0
29,CoalPowerPlant,Heat,-0.0
30,CoalPowerPlant,Heat,-0.0
31,CoalPowerPlant,Heat,0.0
32,CoalPowerPlant,Heat,-0.0
33,CoalPowerPlant,Heat,-0.0
34,CoalPowerPlant,Heat,-0.0
35,CoalPowerPlant,Heat,-0.0
36,CoalPowerPlant,Heat,-0.0
37,CoalPowerPlant,Heat,-0.0
38,CoalPowerPlant,Heat,-0.0
39,CoalPowerPlant,Heat,-0.0
40,CoalPowerPlant,Heat,-0.0
41,CoalPowerPlant,Heat,-0.0
42,CoalPowerPlant,Heat,-0.0
43,CoalPowerPlant,Heat,-0.0
44,CoalPowerPlant,Heat,-0.0
45,CoalPowerPlant,Heat,-0.0
46,CoalPowerPlant,Heat,-0.0
47,CoalPowerPlant,Heat,-0.0
48,CoalPowerPlant,Heat,-0.0
49,CoalPowerPlant,Heat,-0.0
50,CoalPowerPlant,Heat,-0.0
51,CoalPowerPlant,Heat,-0.0
52,CoalPowerPlant,Heat,-0.0
53,CoalPowerPlant,Heat,-0.0
54,CoalPowerPlant,Heat,-0.0
55,CoalPowerPlant,Heat,-0.0
56,CoalPowerPlant,Heat,-0.0
57,CoalPowerPlant,Heat,-0.0
58,CoalPowerPlant,Heat,-0.0
59,CoalPowerPlant,Heat,-0.0
60,CoalPowerPlant,Heat,-0.0
61,CoalPowerPlant,Heat,-0.0
62,CoalPowerPlant,Heat,-0.0
63,CoalPowerPlant,Heat,-0.0
64,CoalPowerPlant,Heat,-0.0
65,CoalPowerPlant,Heat,-0.0
66,CoalPowerPlant,Heat,-0.0
67,CoalPowerPlant,Heat,-0.0
68,CoalPowerPlant,Heat,-0.0
69,CoalPowerPlant,Heat,-0.0
70,CoalPowerPlant,Heat,-0.0
71,CoalPowerPlant,Heat,-0.0
72,CoalPowerPlant,Heat,-0.0
73,CoalPowerPlant,Heat,-0.0
74,CoalPowerPlant,Heat,-0.0
75,CoalPowerPlant,Heat,-0.0
76,CoalPowerPlant,Heat,-0.0
77,CoalPowerPlant,Heat,-0.0
78,CoalPowerPlant,Heat,-0.0
79,CoalPowerPlant,Heat,-0.0
80,CoalPowerPlant,Heat,-0.0
81,CoalPowerPlant,Heat,-0.0
82,CoalPowerPlant,Heat,-0.0
83,CoalPowerPlant,Heat,-0.0
84,CoalPowerPlant,Heat,-0.0
85,CoalPowerPlant,Heat,-0.0
86,CoalPowerPlant,Heat,-0.0
87,CoalPowerPlant,Heat,-0.0
88,CoalPowerPlant,Heat,-0.0
89,CoalPowerPlant,Heat,-0.0
90,CoalPowerPlant,Heat,-0.0
91,CoalPowerPlant,Heat,-0.0
92,CoalPowerPlant,Heat,-0.0
93,CoalPowerPlant,Heat,-0.0
94,CoalPowerPlant,Heat,-0.0
95,CoalPowerPlant,Heat,-0.0
96,CoalPowerPlant,Heat,-0.0
97,CoalPowerPlant,Heat,-0.0
98,CoalPowerPlant,Heat,-0.0
99,CoalPowerPlant,Heat,-0.0
100,CoalPowerPlant,Heat,-0.0
101,CoalPowerPlant,Heat,-0.0
102,CoalPowerPlant,Heat,-0.0
103,CoalPowerPlant,Heat,-0.0
104,CoalPowerPlant,Heat,-0.0
105,CoalPowerPlant,Heat,-0.0
106,CoalPowerPlant,Heat,-0.0
107,CoalPowerPlant,Heat,-0.0
108,CoalPowerPlant,Heat,-0.0
109,CoalPowerPlant,Heat,-0.0
110,CoalPowerPlant,Heat,-0.0
111,CoalPowerPlant,Heat,-0.0
112,CoalPowerPlant,Heat,-0.0
113,CoalPowerPlant,Heat,-0.0
114,CoalPowerPlant,Heat,-0.0
115,CoalPowerPlant,Heat,-0.0
116,CoalPowerPlant,Heat,-0.0
117,CoalPowerPlant,Heat,-0.0
118,CoalPowerPlant,Heat,-0.0
119,CoalPowerPlant,Heat,-0.0
120,CoalPowerPlant,Heat,-0.0
1,GasPowerPlant,Heat,-0.0
2,GasPowerPlant,Heat,-0.0
3,GasPowerPlant,Heat,-0.0
4,GasPowerPlant,Heat,-0.0
5,GasPowerPlant,Heat,-0.0
6,GasPowerPlant,Heat,-0.0
7,GasPowerPlant,Heat,-0.0
8,GasPowerPlant,Heat,-0.0
9,GasPowerPlant,Heat,-0.0
10,GasPowerPlant,Heat,-0.0
11,GasPowerPlant,Heat,-0.0
12,GasPowerPlant,Heat,-0.0
13,GasPowerPlant,Heat,-0.0
14,GasPowerPlant,Heat,-0.0
15,GasPowerPlant,Heat,-0.0
16,GasPowerPlant,Heat,-0.0
17,GasPowerPlant,Heat,-0.0
18,GasPowerPlant,Heat,-0.0
19,GasPowerPlant,Heat,-0.0
20,GasPowerPlant,Heat,-0.0
21,GasPowerPlant,Heat,-0.0
22,GasPowerPlant,Heat,-0.0
23,GasPowerPlant,Heat,-0.0
24,GasPowerPlant,Heat,-0.0
25,GasPowerPlant,Heat,-0.0
26,GasPowerPlant,Heat,-0.0
27,GasPowerPlant,Heat,-0.0
28,GasPowerPlant,Heat,-0.0
29,GasPowerPlant,Heat,-0.0
30,GasPowerPlant,Heat,-0.0
31,GasPowerPlant,Heat,0.0
32,GasPowerPlant,Heat,-0.0
33,GasPowerPlant,Heat,-0.0
34,GasPowerPlant,Heat,-0.0
35,GasPowerPlant,Heat,-0.0
36,GasPowerPlant,Heat,-0.0
37,GasPowerPlant,Heat,-0.0
38,GasPowerPlant,Heat,-0.0
39,GasPowerPlant,Heat,-0.0
40,GasPowerPlant,Heat,-0.0
41,GasPowerPlant,Heat,-0.0
42,GasPowerPlant,Heat,-0.0
43,GasPowerPlant,Heat,-0.0
44,GasPowerPlant,Heat,-0.0
45,GasPowerPlant,Heat,-0.0
46,GasPowerPlant,Heat,-0.0
47,GasPowerPlant,Heat,-0.0
48,GasPowerPlant,Heat,-0.0
49,GasPowerPlant,Heat,-0.0
50,GasPowerPlant,Heat,-0.0
51,GasPowerPlant,Heat,-0.0
52,GasPowerPlant,Heat,-0.0
53,GasPowerPlant,Heat,-0.0
54,GasPowerPlant,Heat,-0.0
55,GasPowerPlant,Heat,-0.0
56,GasPowerPlant,Heat,-0.0
57,GasPowerPlant,Heat,-0.0
58,GasPowerPlant,Heat,-0.0
59,GasPowerPlant,Heat,-0.0
60,GasPowerPlant,Heat,-0.0
61,GasPowerPlant,Heat,-0.0
62,GasPowerPlant,Heat,-0.0
63,GasPowerPlant,Heat,-0.0
64,GasPowerPlant,Heat,-0.0
65,GasPowerPlant,Heat,-0.0
66,GasPowerPlant,Heat,-0.0
67,GasPowerPlant,Heat,-0.0
68,GasPowerPlant,Heat,-0.0
69,GasPowerPlant,Heat,-0.0
70,GasPowerPlant,Heat,-0.0
71,GasPowerPlant,Heat,-0.0
72,GasPowerPlant,Heat,-0.0
73,GasPowerPlant,Heat,-0.0
74,GasPowerPlant,Heat,-0.0
75,GasPowerPlant,Heat,-0.0
76,GasPowerPlant,Heat,-0.0
77,GasPowerPlant,Heat,-0.0
78,GasPowerPlant,Heat,-0.0
79,GasPowerPlant,Heat,-0.0
80,GasPowerPlant,Heat,-0.0
81,GasPowerPlant,Heat,-0.0
82,GasPowerPlant,Heat,-0.0
83,GasPowerPlant,Heat,-0.0
84,GasPowerPlant,Heat,-0.0
85,GasPowerPlant,Heat,-0.0
86,GasPowerPlant,Heat,-0.0
87,GasPowerPlant,Heat,-0.0
88,GasPowerPlant,Heat,-0.0
89,GasPowerPlant,Heat,-0.0
90,GasPowerPlant,Heat,-0.0
91,GasPowerPlant,Heat,-0.0
92,GasPowerPlant,Heat,-0.0
93,GasPowerPlant,Heat,-0.0
94,GasPowerPlant,Heat,-0.0
95,GasPowerPlant,Heat,-0.0
96,GasPowerPlant,Heat,-0.0
97,GasPowerPlant,Heat,-0.0
98,GasPowerPlant,Heat,-0.0
99,GasPowerPlant,Heat,-0.0
100,GasPowerPlant,Heat,-0.0
101,GasPowerPlant,Heat,-0.0
102,GasPowerPlant,Heat,-0.0
103,GasPowerPlant,Heat,-0.0
104,GasPowerPlant,Heat,-0.0
105,GasPowerPlant,Heat,-0.0
106,GasPowerPlant,Heat,-0.0
107,GasPowerPlant,Heat,-0.0
108,GasPowerPlant,Heat,-0.0
109,GasPowerPlant,Heat,-0.0
110,GasPowerPlant,Heat,-0.0
111,GasPowerPlant,Heat,-0.0
112,GasPowerPlant,Heat,-0.0
113,GasPowerPlant,Heat,-0.0
114,GasPowerPlant,Heat,-0.0
115,GasPowerPlant,Heat,-0.0
116,GasPowerPlant,Heat,-0.0
117,GasPowerPlant,Heat,-0.0
118,GasPowerPlant,Heat,-0.0
119,GasPowerPlant,Heat,-0.0
120,GasPowerPlant,Heat,-0.0
1,CoalCHPPlant,Heat,72.54226447200001
2,CoalCHPPlant,Heat,72.54226447200001
3,CoalCHPPlant,Heat,72.54226447200001
4,CoalCHPPlant,Heat,72.54226447200001
5,CoalCHPPlant,Heat,35.993789027999995
6,CoalCHPPlant,Heat,61.840966426144625
7,CoalCHPPlant,Heat,72.54226447200001
8,CoalCHPPlant,Heat,72.54226447200001
9,CoalCHPPlant,Heat,72.54226447200001
10,CoalCHPPlant,Heat,72.54226447200001
11,CoalCHPPlant,Heat,55.64793203999999
12,CoalCHPPlant,Heat,38.196
13,CoalCHPPlant,Heat,32.364
14,CoalCHPPlant,Heat,38.339999999999996
15,CoalCHPPlant,Heat,38.196
16,CoalCHPPlant,Heat,44.46
17,CoalCHPPlant,Heat,34.199999999999996
18,CoalCHPPlant,Heat,42.228
19,CoalCHPPlant,Heat,49.571999999999996
20,CoalCHPPlant,Heat,60.084
21,CoalCHPPlant,Heat,55.944
22,CoalCHPPlant,Heat,52.812000000000005
23,CoalCHPPlant,Heat,50.076
24,CoalCHPPlant,Heat,49.068
25,CoalCHPPlant,Heat,47.376
26,CoalCHPPlant,Heat,45.431999999999995
27,CoalCHPPlant,Heat,29.705288526
28,CoalCHPPlant,Heat,9.730718343000003
29,CoalCHPPlant,Heat,0.0
30,CoalCHPPlant,Heat,0.0
31,CoalCHPPlant,Heat,0.0
32,CoalCHPPlant,Heat,0.0
33,CoalCHPPlant,Heat,0.6947924489999977
34,CoalCHPPlant,Heat,5.159967561000004
35,CoalCHPPlant,Heat,10.212159474000003
36,CoalCHPPlant,Heat,19.008
37,CoalCHPPlant,Heat,18.684
38,CoalCHPPlant,Heat,28.944000000000003
39,CoalCHPPlant,Heat,37.763999999999996
40,CoalCHPPlant,Heat,36.720000000000006
41,CoalCHPPlant,Heat,32.796
42,CoalCHPPlant,Heat,17.712
43,CoalCHPPlant,Heat,14.184
44,CoalCHPPlant,Heat,9.828
45,CoalCHPPlant,Heat,16.488
46,CoalCHPPlant,Heat,19.548
47,CoalCHPPlant,Heat,18.035999999999998
48,CoalCHPPlant,Heat,13.932
49,CoalCHPPlant,Heat,8.254790154000007
50,CoalCHPPlant,Heat,0.0
51,CoalCHPPlant,Heat,0.0
52,CoalCHPPlant,Heat,0.0
53,CoalCHPPlant,Heat,0.0
54,CoalCHPPlant,Heat,0.0
55,CoalCHPPlant,Heat,0.0
56,CoalCHPPlant,Heat,0.0
57,CoalCHPPlant,Heat,0.0
58,CoalCHPPlant,Heat,0.0
59,CoalCHPPlant,Heat,0.0
60,CoalCHPPlant,Heat,6.0120000000000005
61,CoalCHPPlant,Heat,6.3
62,CoalCHPPlant,Heat,4.162214546642057
63,CoalCHPPlant,Heat,6.984
64,CoalCHPPlant,Heat,7.2
65,CoalCHPPlant,Heat,7.308000000000001
66,CoalCHPPlant,Heat,7.56
67,CoalCHPPlant,Heat,6.588
68,CoalCHPPlant,Heat,6.048
69,CoalCHPPlant,Heat,6.0120000000000005
70,CoalCHPPlant,Heat,6.048
71,CoalCHPPlant,Heat,6.048
72,CoalCHPPlant,Heat,7.164
73,CoalCHPPlant,Heat,8.712
74,CoalCHPPlant,Heat,0.0
75,CoalCHPPlant,Heat,0.0
76,CoalCHPPlant,Heat,0.0
77,CoalCHPPlant,Heat,0.0
78,CoalCHPPlant,Heat,0.0
79,CoalCHPPlant,Heat,0.0
80,CoalCHPPlant,Heat,0.0
81,CoalCHPPlant,Heat,0.0
82,CoalCHPPlant,Heat,2.827034127000002
83,CoalCHPPlant,Heat,6.0120000000000005
84,CoalCHPPlant,Heat,6.0120000000000005
85,CoalCHPPlant,Heat,6.0120000000000005
86,CoalCHPPlant,Heat,6.048
87,CoalCHPPlant,Heat,9.828
88,CoalCHPPlant,Heat,15.984000000000002
89,CoalCHPPlant,Heat,22.032
90,CoalCHPPlant,Heat,19.116
91,CoalCHPPlant,Heat,17.099999999999998
92,CoalCHPPlant,Heat,17.928
93,CoalCHPPlant,Heat,26.964000000000002
94,CoalCHPPlant,Heat,34.812
95,CoalCHPPlant,Heat,33.516000000000005
96,CoalCHPPlant,Heat,23.580000000000002
97,CoalCHPPlant,Heat,21.456
98,CoalCHPPlant,Heat,22.752
99,CoalCHPPlant,Heat,30.419999999999998
100,CoalCHPPlant,Heat,30.851999999999997
101,CoalCHPPlant,Heat,34.956
102,CoalCHPPlant,Heat,36.395999999999994
103,CoalCHPPlant,Heat,41.112
104,CoalCHPPlant,Heat,28.962671885999995
105,CoalCHPPlant,Heat,8.884167678000011
106,CoalCHPPlant,Heat,7.898787737999996
107,CoalCHPPlant,Heat,17.331265997999992
108,CoalCHPPlant,Heat,23.724
109,CoalCHPPlant,Heat,29.483999999999998
110,CoalCHPPlant,Heat,44.46
111,CoalCHPPlant,Heat,63.972
112,CoalCHPPlant,Heat,72.54226447200001
113,CoalCHPPlant,Heat,68.724
114,CoalCHPPlant,Heat,55.8
115,CoalCHPPlant,Heat,51.444
116,CoalCHPPlant,Heat,54.9
117,CoalCHPPlant,Heat,56.525270309999996
118,CoalCHPPlant,Heat,21.296618837999993
119,CoalCHPPlant,Heat,8.102264472000002
120,CoalCHPPlant,Heat,0.0
1,GasCHPPlant,Heat,0.0
2,GasCHPPlant,Heat,-0.0
3,GasCHPPlant,Heat,0.0
4,GasCHPPlant,Heat,0.0
5,GasCHPPlant,Heat,0.0
6,GasCHPPlant,Heat,0.0
7,GasCHPPlant,Heat,0.0
8,GasCHPPlant,Heat,-0.0
9,GasCHPPlant,Heat,0.0
10,GasCHPPlant,Heat,0.0
11,GasCHPPlant,Heat,0.0
12,GasCHPPlant,Heat,0.0
13,GasCHPPlant,Heat,0.0
14,GasCHPPlant,Heat,0.0
15,GasCHPPlant,Heat,0.0
16,GasCHPPlant,Heat,0.0
17,GasCHPPlant,Heat,0.0
18,GasCHPPlant,Heat,0.0
19,GasCHPPlant,Heat,0.0
20,GasCHPPlant,Heat,0.0
21,GasCHPPlant,Heat,0.0
22,GasCHPPlant,Heat,0.0
23,GasCHPPlant,Heat,0.0
24,GasCHPPlant,Heat,0.0
25,GasCHPPlant,Heat,0.0
26,GasCHPPlant,Heat,0.0
27,GasCHPPlant,Heat,0.0
28,GasCHPPlant,Heat,0.0
29,GasCHPPlant,Heat,0.0
30,GasCHPPlant,Heat,0.0
31,GasCHPPlant,Heat,0.0
32,GasCHPPlant,Heat,0.0
33,GasCHPPlant,Heat,0.0
34,GasCHPPlant,Heat,0.0
35,GasCHPPlant,Heat,0.0
36,GasCHPPlant,Heat,0.0
37,GasCHPPlant,Heat,0.0
38,GasCHPPlant,Heat,0.0
39,GasCHPPlant,Heat,0.0
40,GasCHPPlant,Heat,0.0
41,GasCHPPlant,Heat,0.0
42,GasCHPPlant,Heat,0.0
43,GasCHPPlant,Heat,0.0
44,GasCHPPlant,Heat,0.0
45,GasCHPPlant,Heat,0.0
46,GasCHPPlant,Heat,0.0
47,GasCHPPlant,Heat,0.0
48,GasCHPPlant,Heat,0.0
49,GasCHPPlant,Heat,0.0
50,GasCHPPlant,Heat,0.0
51,GasCHPPlant,Heat,0.0
52,GasCHPPlant,Heat,0.0
53,GasCHPPlant,Heat,0.0
54,GasCHPPlant,Heat,0.0
55,GasCHPPlant,Heat,0.0
56,GasCHPPlant,Heat,0.0
57,GasCHPPlant,Heat,0.0
58,GasCHPPlant,Heat,0.0
59,GasCHPPlant,Heat,0.0
60,GasCHPPlant,Heat,0.0
61,GasCHPPlant,Heat,0.0
62,GasCHPPlant,Heat,0.0
63,GasCHPPlant,Heat,0.0
64,GasCHPPlant,Heat,0.0
65,GasCHPPlant,Heat,0.0
66,GasCHPPlant,Heat,0.0
67,GasCHPPlant,Heat,0.0
68,GasCHPPlant,Heat,0.0
69,GasCHPPlant,Heat,0.0
70,GasCHPPlant,Heat,0.0
71,GasCHPPlant,Heat,0.0
72,GasCHPPlant,Heat,0.0
73,GasCHPPlant,Heat,0.0
74,GasCHPPlant,Heat,0.0
75,GasCHPPlant,Heat,0.0
76,GasCHPPlant,Heat,0.0
77,GasCHPPlant,Heat,0.0
78,GasCHPPlant,Heat,0.0
79,GasCHPPlant,Heat,0.0
80,GasCHPPlant,Heat,0.0
81,GasCHPPlant,Heat,0.0
82,GasCHPPlant,Heat,0.0
83,GasCHPPlant,Heat,0.0
84,GasCHPPlant,Heat,0.0
85,GasCHPPlant,Heat,0.0
86,GasCHPPlant,Heat,0.0
87,GasCHPPlant,Heat,0.0
88,GasCHPPlant,Heat,0.0
89,GasCHPPlant,Heat,0.0
90,GasCHPPlant,Heat,0.0
91,GasCHPPlant,Heat,0.0
92,GasCHPPlant,Heat,0.0
93,GasCHPPlant,Heat,0.0
94,GasCHPPlant,Heat,0.0
95,GasCHPPlant,Heat,0.0
96,GasCHPPlant,Heat,0.0
97,GasCHPPlant,Heat,0.0
98,GasCHPPlant,Heat,0.0
99,GasCHPPlant,Heat,0.0
100,GasCHPPlant,Heat,0.0
101,GasCHPPlant,Heat,0.0
102,GasCHPPlant,Heat,0.0
103,GasCHPPlant,Heat,0.0
104,GasCHPPlant,Heat,0.0
105,GasCHPPlant,Heat,0.0
106,GasCHPPlant,Heat,0.0
107,GasCHPPlant,Heat,0.0
108,GasCHPPlant,Heat,0.0
109,GasCHPPlant,Heat,0.0
110,GasCHPPlant,Heat,0.0
111,GasCHPPlant,Heat,0.0
112,GasCHPPlant,Heat,0.0
113,GasCHPPlant,Heat,0.0
114,GasCHPPlant,Heat,0.0
115,GasCHPPlant,Heat,0.0
116,GasCHPPlant,Heat,0.0
117,GasCHPPlant,Heat,0.0
118,GasCHPPlant,Heat,0.0
119,GasCHPPlant,Heat,0.0
120,GasCHPPlant,Heat,0.0
1,Power2Gas,Heat,-0.0
2,Power2Gas,Heat,-0.0
3,Power2Gas,Heat,-0.0
4,Power2Gas,Heat,-0.0
5,Power2Gas,Heat,-0.0
6,Power2Gas,Heat,-0.0
7,Power2Gas,Heat,-0.0
8,Power2Gas,Heat,-0.0
9,Power2Gas,Heat,-0.0
10,Power2Gas,Heat,-0.0
11,Power2Gas,Heat,-0.0
12,Power2Gas,Heat,-0.0
13,Power2Gas,Heat,-0.0
14,Power2Gas,Heat,-0.0
15,Power2Gas,Heat,-0.0
16,Power2Gas,Heat,-0.0
17,Power2Gas,Heat,-0.0
18,Power2Gas,Heat,-0.0
19,Power2Gas,Heat,-0.0
20,Power2Gas,Heat,-0.0
21,Power2Gas,Heat,-0.0
22,Power2Gas,Heat,-0.0
23,Power2Gas,Heat,-0.0
24,Power2Gas,Heat,-0.0
25,Power2Gas,Heat,-0.0
26,Power2Gas,Heat,-0.0
27,Power2Gas,Heat,-0.0
28,Power2Gas,Heat,-0.0
29,Power2Gas,Heat,-0.0
30,Power2Gas,Heat,-0.0
31,Power2Gas,Heat,0.0
32,Power2Gas,Heat,-0.0
33,Power2Gas,Heat,-0.0
34,Power2Gas,Heat,-0.0
35,Power2Gas,Heat,-0.0
36,Power2Gas,Heat,-0.0
37,Power2Gas,Heat,-0.0
38,Power2Gas,Heat,-0.0
39,Power2Gas,Heat,-0.0
40,Power2Gas,Heat,-0.0
41,Power2Gas,Heat,-0.0
42,Power2Gas,Heat,-0.0
43,Power2Gas,Heat,-0.0
44,Power2Gas,Heat,-0.0
45,Power2Gas,Heat,-0.0
46,Power2Gas,Heat,-0.0
47,Power2Gas,Heat,-0.0
48,Power2Gas,Heat,-0.0
49,Power2Gas,Heat,-0.0
50,Power2Gas,Heat,-0.0
51,Power2Gas,Heat,-0.0
52,Power2Gas,Heat,-0.0
53,Power2Gas,Heat,-0.0
54,Power2Gas,Heat,-0.0
55,Power2Gas,Heat,-0.0
56,Power2Gas,Heat,-0.0
57,Power2Gas,Heat,-0.0
58,Power2Gas,Heat,-0.0
59,Power2Gas,Heat,-0.0
60,Power2Gas,Heat,-0.0
61,Power2Gas,Heat,-0.0
62,Power2Gas,Heat,-0.0
63,Power2Gas,Heat,-0.0
64,Power2Gas,Heat,-0.0
65,Power2Gas,Heat,-0.0
66,Power2Gas,Heat,-0.0
67,Power2Gas,Heat,-0.0
68,Power2Gas,Heat,-0.0
69,Power2Gas,Heat,-0.0
70,Power2Gas,Heat,-0.0
71,Power2Gas,Heat,-0.0
72,Power2Gas,Heat,-0.0
73,Power2Gas,Heat,-0.0
74,Power2Gas,Heat,-0.0
75,Power2Gas,Heat,-0.0
76,Power2Gas,Heat,-0.0
77,Power2Gas,Heat,-0.0
78,Power2Gas,Heat,-0.0
79,Power2Gas,Heat,-0.0
80,Power2Gas,Heat,-0.0
81,Power2Gas,Heat,-0.0
82,Power2Gas,Heat,-0.0
83,Power2Gas,Heat,-0.0
84,Power2Gas,Heat,-0.0
85,Power2Gas,Heat,-0.0
86,Power2Gas,Heat,-0.0
87,Power2Gas,Heat,-0.0
88,Power2Gas,Heat,-0.0
89,Power2Gas,Heat,-0.0
90,Power2Gas,Heat,-0.0
91,Power2Gas,Heat,-0.0
92,Power2Gas,Heat,-0.0
93,Power2Gas,Heat,-0.0
94,Power2Gas,Heat,-0.0
95,Power2Gas,Heat,-0.0
96,Power2Gas,Heat,-0.0
97,Power2Gas,Heat,-0.0
98,Power2Gas,Heat,-0.0
99,Power2Gas,Heat,-0.0
100,Power2Gas,Heat,-0.0
101,Power2Gas,Heat,-0.0
102,Power2Gas,Heat,-0.0
103,Power2Gas,Heat,-0.0
104,Power2Gas,Heat,-0.0
105,Power2Gas,Heat,-0.0
106,Power2Gas,Heat,-0.0
107,Power2Gas,Heat,-0.0
108,Power2Gas,Heat,-0.0
109,Power2Gas,Heat,-0.0
110,Power2Gas,Heat,-0.0
111,Power2Gas,Heat,-0.0
112,Power2Gas,Heat,-0.0
113,Power2Gas,Heat,-0.0
114,Power2Gas,Heat,-0.0
115,Power2Gas,Heat,-0.0
116,Power2Gas,Heat,-0.0
117,Power2Gas,Heat,-0.0
118,Power2Gas,Heat,-0.0
119,Power2Gas,Heat,-0.0
120,Power2Gas,Heat,-0.0
1,H2Car,Heat,-0.0
